issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
VBVBF,15-08-2024,VERBIO SE Ordinary Shares,U,Other OTC,248367,235032,5.67,13335,47,999.99
VCCBF,15-08-2024,V CUBE INC COM STK (Japan),U,Other OTC,124241,125387,-0.91,-1146,0,999.99
VCCLF,15-08-2024,"VALUECOMMERCE CO LTD, TOKYO SH",U,Other OTC,5404,45199,-88.04,-39795,0,999.99
VCCTF,15-08-2024,Victoria Plc Ordinary Shares (,U,Other OTC,39600,40659,-2.60,-1059,36,999.99
VCHYF,15-08-2024,V Technology Co Ltd Atsugi Ord,U,Other OTC,2335,2781,-16.04,-446,0,999.99
VCISF,15-08-2024,Vinci Sa Ordinary Shares,U,Other OTC,184267,85513,115.48,98754,713,258.44
VCISY,15-08-2024,Vinci SA ADR (France),U,Other OTC,33538,10450,220.94,23088,256999,1.00
VCKVF,15-08-2024,VANECK UCITS ETFS PUB LTD CO E,U,Other OTC,279,0,100.00,279,1511,1.00
VCUFF,15-08-2024,VIZSLA COPPER CORP Common Shar,U,Other OTC,38716,59813,-35.27,-21097,569280,1.00
VCVOF,15-08-2024,Vinacapital Vietnam Opportnty,U,Other OTC,3592,8910,-59.69,-5318,9111,1.00
VDAHF,15-08-2024,Vinda International Holdings L,U,Other OTC,63122,63122,0.00,0,0,999.99
VDASF,15-08-2024,VAUDOISE ASSURANCES HOLDING LA,U,Other OTC,88,84,4.76,4,0,999.99
VDEVF,15-08-2024,Van de Velde NV Ordinary Share,U,Other OTC,1284,808,58.91,476,0,999.99
VDKB,15-08-2024,Vodka Brands Corp Common Stock,U,Other OTC,305,305,0.00,0,218,1.40
VDMCY,15-08-2024,Vodacom Group Ltd. Sponsored A,U,Other OTC,4999,12712,-60.67,-7713,39563,1.00
VDRFF,15-08-2024,Vidrala SA Alava Ordinary Shar,U,Other OTC,12760,7803,63.53,4957,0,999.99
VDRM,15-08-2024,"ViaDerma, Inc. Common Stock",U,Other OTC,33902,0,100.00,33902,4148877,1.00
VDYIF,15-08-2024,VANGUARD FTSE CDN HIGH DIVID Y,U,Other OTC,2825,25,11200.00,2800,278,10.16
VECRF,15-08-2024,VECTOR INC TOKYO COM STK (Japa,U,Other OTC,110501,104965,5.27,5536,0,999.99
VEMLF,15-08-2024,Venture Corp. Ltd. Ordinary Sh,U,Other OTC,173820,82720,110.13,91100,1782,97.54
VEMLY,15-08-2024,Venture Corp. Ltd. Unsponsored,U,Other OTC,34,37,-8.11,-3,824,1.00
VENAF,15-08-2024,MICROALGO INC WT EXP 12/9/2027,U,Other OTC,20093,20093,0.00,0,0,999.99
VENG,15-08-2024,Vision Energy Corporation Comm,U,Other OTC,7311,7311,0.00,0,1276,5.73
VEOEF,15-08-2024,Veolia Environnement Ordinary,U,Other OTC,651191,775717,-16.05,-124526,1068,609.73
VEOEY,15-08-2024,Veolia Environnement American,U,Other OTC,225873,522219,-56.75,-296346,238692,1.00
VEQTF,15-08-2024,VANGUARD ALL-EQUITY ETF PORTFO,U,Other OTC,1100,200,450.00,900,1,999.99
VERF,15-08-2024,Versailles Financial Corporati,U,Other OTC,45,45,0.00,0,0,999.99
VERKF,15-08-2024,Verkkokauppa.com OYJ Common Sh,U,Other OTC,359,359,0.00,0,0,999.99
VESTF,15-08-2024,Vesta Shs (Mexico),U,Other OTC,11129230,11046352,0.75,82878,0,999.99
VEXNF,15-08-2024,VANGUARD FTSE DEVELOPED EX NOR,U,Other OTC,5800,0,100.00,5800,182,31.87
VEXTF,15-08-2024,Vext Science Inc Common Shares,U,Other OTC,18104,2276,695.43,15828,69836,1.00
VFAWF,15-08-2024,VANGUARD FUNDS PLC FTSE ALL WO,U,Other OTC,2792,2411,15.80,381,918,3.04
VFCAF,15-08-2024,VANGUARD FTSE CDA ALL CAP INDE,U,Other OTC,1040,1740,-40.23,-700,0,999.99
VFDEF,15-08-2024,Vanguard Funds PLC Vanguard FT,U,Other OTC,6567,3567,84.10,3000,379,17.33
VFEAF,15-08-2024,VANGUARD FUNDS PLC FTSE EMERGI,U,Other OTC,79,0,100.00,79,6600,1.00
VFORF,15-08-2024,VERTICALSCOPE HLDGS INC COM (C,U,Other OTC,245,5145,-95.24,-4900,45,5.44
VFPAF,15-08-2024,VANGUARD FUNDS PLC FTSE DEV AS,U,Other OTC,3987,4021,-0.85,-34,6115,1.00
VFPEF,15-08-2024,Vanguard Funds PLC Msci Acwi E,U,Other OTC,1201,1181,1.69,20,809,1.48
VFUUF,15-08-2024,Vanguard Funds PLC FTSE North,U,Other OTC,4771,138,3357.25,4633,12709,1.00
VGDDF,15-08-2024,Vanguard Funds PLC FTSE Dev Wo,U,Other OTC,295,1098,-73.13,-803,335,1.00
VGDFF,15-08-2024,Vanguard Funds PLC US Treasury,U,Other OTC,478,0,100.00,478,2658,1.00
VGDTF,15-08-2024,VANGUARD FUNDS PLC FTSE JAPAN,U,Other OTC,2745,2220,23.65,525,6173,1.00
VGDVF,15-08-2024,VANGUARD FUNDS PLC FTSE DEVELO,U,Other OTC,253,436,-41.97,-183,937,1.00
VGFCQ,15-08-2024,THE VERY GOOD FOOD CO INC Comm,U,Other OTC,16316,16316,0.00,0,7672,2.13
VGFNF,15-08-2024,Vanguard Funds PLC VANGUARD FT,U,Other OTC,364,14,2500.00,350,0,999.99
VGFPF,15-08-2024,Vanguard Funds Plc S&P 500 UCI,U,Other OTC,3073,1880,63.46,1193,12742,1.00
VGGIF,15-08-2024,Boosh Plant-Based Brands Inc C,U,Other OTC,388,388,0.00,0,51335,1.00
VGID,15-08-2024,V Group Inc. Common Stock,U,Other OTC,26,26,0.00,0,0,999.99
VGLS,15-08-2024,VG Life Sciences Inc.  Common,U,Other OTC,69,69,0.00,0,7501841,1.00
VGPBF,15-08-2024,"VGP SA, BRUXELLES SHS (Belgium",U,Other OTC,60525,60230,0.49,295,2,999.99
VGRDF,15-08-2024,VANGUARD FUNDS PLC FTSE DEV EU,U,Other OTC,916,916,0.00,0,0,999.99
VGRRF,15-08-2024,VANGUARD FUNDS PLC FTSE 100 UC,U,Other OTC,264,104,153.85,160,0,999.99
VGRSF,15-08-2024,VANGUARD FUNDS PLC Exchange Tr,U,Other OTC,1,1318,-99.92,-1317,6495,1.00
VGTL,15-08-2024,"VGTel, Inc. Common Stock",U,Other OTC,260,260,0.00,0,0,999.99
VGUDF,15-08-2024,Vanguard Funds Plc Vanguard FT,U,Other OTC,58,538,-89.22,-480,0,999.99
VGWEF,15-08-2024,VANGUARD FUNDS PLC FTSE ALL WR,U,Other OTC,2273,1263,79.97,1010,593,3.83
VHAQ,15-08-2024,Viveon Health Acquisition Corp,U,Other OTC,1089,1089,0.00,0,0,999.99
VHAQR,15-08-2024,VIVEON HEALTH ACQUISITION CORP,U,Other OTC,4900,4900,0.00,0,0,999.99
VHAQU,15-08-2024,Viveon Health Acquistion Corp.,U,Other OTC,1753,1753,0.00,0,0,999.99
VHIBF,15-08-2024,VITALHUB CORP COM NO PAR (Cana,U,Other OTC,18625,19988,-6.82,-1363,7527,2.47
VIAOY,15-08-2024,VIA OPTRONICS AG American Depo,U,Other OTC,23396,23396,0.00,0,1157,20.22
VICFF,15-08-2024,VICE HEALTH & WELLNESS INC Ord,U,Other OTC,304,304,0.00,0,275,1.11
VICP,15-08-2024,"Vicapsys Life Sciences, Inc. C",U,Other OTC,43,43,0.00,0,0,999.99
VIDE,15-08-2024,Video Display Corporation,U,Other OTC,16,16,0.00,0,567,1.00
VIEGF,15-08-2024,Waypoint REIT Ltd Other,U,Other OTC,697935,703296,-0.76,-5361,0,999.99
VIMGF,15-08-2024,VIMIAN GROUP AB Ordinary Share,U,Other OTC,2483032,2312333,7.38,170699,9091,273.13
VINS,15-08-2024,Vindicator Silver-Lead Mng Com,U,Other OTC,199,300,-33.67,-101,201,1.00
VIORF,15-08-2024,VIOR INC Ordinary Shares,U,Other OTC,6917,25900,-73.29,-18983,45470,1.00
VIPRF,15-08-2024,Silver Viper Minerals Corp Ord,U,Other OTC,24908,44843,-44.46,-19935,280797,1.00
VISIF,15-08-2024,VISIONAL INC COM STK (Japan),U,Other OTC,289100,274596,5.28,14504,0,999.99
VISM,15-08-2024,"Visium Technologies, Inc. Comm",U,Other OTC,35789,0,100.00,35789,909542,1.00
VITFF,15-08-2024,Victoria Gold Corp Ordinary Sh,U,Other OTC,734698,728642,0.83,6056,371522,1.98
VIVE,15-08-2024,VIVEVE MED INC Common Stock,U,Other OTC,2925,2925,0.00,0,494,5.92
VIVHY,15-08-2024,Vivendi SE American Depositary,U,Other OTC,43995,20312,116.60,23683,72458,1.00
VIVXF,15-08-2024,"Avivagen, Inc. Common Shares",U,Other OTC,14253,14253,0.00,0,0,999.99
VJTTY,15-08-2024,voxeljet AG American Depositar,U,Other OTC,51135,52508,-2.61,-1373,2318,22.06
VKSKF,15-08-2024,VITAL KSK HLDGS INC Common Sha,U,Other OTC,4499,1499,200.13,3000,0,999.99
VLEEF,15-08-2024,Valeo Sa Ord Ordinary Shares,U,Other OTC,1026063,1004753,2.12,21310,3623,283.21
VLEEY,15-08-2024,Valeo SE American Depositary R,U,Other OTC,14562,957,1421.63,13605,67391,1.00
VLERF,15-08-2024,Valeura Energy Inc. Common Sha,U,Other OTC,1581186,1336096,18.34,245090,91700,17.24
VLFSF,15-08-2024,VANGUARD FUNDS PLC LIFESTRATEG,U,Other OTC,1540,441,249.21,1099,0,999.99
VLKAF,15-08-2024,Volkswagen A G Ord Ordinary Sh,U,Other OTC,56253,64220,-12.41,-7967,11416,4.93
VLKPF,15-08-2024,Volkswagen A G Ord Ordinary Sh,U,Other OTC,475951,549767,-13.43,-73816,2715,175.30
VLMGF,15-08-2024,Viscount Mining Corp Common Sh,U,Other OTC,27915,8750,219.03,19165,6182,4.52
VLMTY,15-08-2024,VALMET OYJ American Depositary,U,Other OTC,10,10,0.00,0,0,999.99
VLNSF,15-08-2024,Velan Inc Sub Voting Shares (C,U,Other OTC,1487,1487,0.00,0,409,3.64
VLNVF,15-08-2024,Van Lanschot NV Cert of Shs (N,U,Other OTC,30566,28324,7.92,2242,0,999.99
VLOUF,15-08-2024,VALLOUREC Ordinary Shares,U,Other OTC,59286,58617,1.14,669,6,999.99
VLOWY,15-08-2024,Vallourec S.A. Ord American De,U,Other OTC,364,5273,-93.10,-4909,2199,1.00
VLPNF,15-08-2024,Voestalpine AG Ordinary Shares,U,Other OTC,117747,127124,-7.38,-9377,576,204.42
VLPNY,15-08-2024,Voestalpine AG Unsponsored ADR,U,Other OTC,321,593,-45.87,-272,121,2.65
VLTAF,15-08-2024,VOLTALIA SA ORDINARY SHARE (Fr,U,Other OTC,213969,213969,0.00,0,0,999.99
VLTFF,15-08-2024,Volta Finance Ltd. Shs (Guerns,U,Other OTC,3581,3331,7.51,250,1865,1.92
VLTLF,15-08-2024,VOLT LITHIUM CORP Common Stock,U,Other OTC,76330,10515,625.92,65815,439496,1.00
VLTTF,15-08-2024,Volatus Aerospace Corp New Com,U,Other OTC,4366,32145,-86.42,-27779,11246,1.00
VLUTF,15-08-2024,Volution Group PLC Ordinary Sh,U,Other OTC,107,2272,-95.29,-2165,0,999.99
VLVLY,15-08-2024,Volvo AB American Depositary R,U,Other OTC,34429,35304,-2.48,-875,261923,1.00
VLVOF,15-08-2024,VOLVO CAR AB Ordinary Shares,U,Other OTC,20440111,14311102,42.83,6129009,15950,999.99
VLXC,15-08-2024,Veltex Corporation New Common,U,Other OTC,129,5,2480.00,124,116973,1.00
VLXGF,15-08-2024,Volex Group Plc Ordinary Share,U,Other OTC,124726,128603,-3.01,-3877,10313,12.09
VMHG,15-08-2024,Victory Marine Holdings Corp.,U,Other OTC,1968,0,100.00,1968,480656,1.00
VMNT,15-08-2024,Vemanti Group Inc Common Stock,U,Other OTC,7125,9503,-25.02,-2378,13914,1.00
VMRI,15-08-2024,Valmie Res Inc Common Stock,U,Other OTC,500,500,0.00,0,355,1.41
VMSSF,15-08-2024,Vortex Metals Inc Common Stock,U,Other OTC,10530,0,100.00,10530,12208,1.00
VMSXF,15-08-2024,Nine Mile Metals Ltd. Common S,U,Other OTC,214,2146,-90.03,-1932,31374,1.00
VMTG,15-08-2024,Victor Mining Industry Group I,U,Other OTC,200,0,100.00,200,17692,1.00
VMTHF,15-08-2024,VENUS MEDTECH HANGZHOU INC B R,U,Other OTC,840000,840000,0.00,0,0,999.99
VNCUF,15-08-2024,VANECK UCITS ETFS PLC VANECK D,U,Other OTC,921,1094,-15.81,-173,0,999.99
VNGBF,15-08-2024,VANGUARD FUNDS PLC USD CORPORA,U,Other OTC,2376,2686,-11.54,-310,5092,1.00
VNGCF,15-08-2024,Vanguard Funds PLC CORPORATE B,U,Other OTC,1074,280,283.57,794,514,2.09
VNGDF,15-08-2024,Vanguard Funds PLC S&P 500 ETF,U,Other OTC,2541,5485,-53.67,-2944,2279,1.11
VNGGF,15-08-2024,Vanguard Funds Plc FTSE All Wo,U,Other OTC,408,1885,-78.36,-1477,669,1.00
VNGLF,15-08-2024,"VANGUARD FUNDS PLC, FTSE DEV E",U,Other OTC,1321,3310,-60.09,-1989,23833,1.00
VNGUF,15-08-2024,Vanguard Funds PLC FTSE Emergi,U,Other OTC,152,0,100.00,152,568,1.00
VNMHF,15-08-2024,Vietnam Holding Ltd. Ordinary,U,Other OTC,202,2,10000.00,200,600,1.00
VNNVF,15-08-2024,Vonovia SE Ordinary Shares (Ge,U,Other OTC,2653457,2933440,-9.54,-279983,521,999.99
VNORP,15-08-2024,Vornado Realty Trust Preferred,U,Other OTC,22,22,0.00,0,0,999.99
VNPKF,15-08-2024,VERDE AGRITECH LTD SHS (Singap,U,Other OTC,63148,63235,-0.14,-87,12499,5.05
VNRDF,15-08-2024,Vanguard FTSE CDA Index ETF Tr,U,Other OTC,25200,0,100.00,25200,0,999.99
VNRFY,15-08-2024,"Vienna Insurance Group, Sponso",U,Other OTC,558,553,0.90,5,34,16.41
VNRGF,15-08-2024,Vienna Insurance Group AG Wien,U,Other OTC,4,304,-98.68,-300,0,999.99
VNTRF,15-08-2024,VENATOR MATLS PLC Common Share,U,Other OTC,197,197,0.00,0,556,1.00
VNWTF,15-08-2024,VECIMA NETWORKS COM (Canada),U,Other OTC,6200,6774,-8.47,-574,163,38.04
VOBIF,15-08-2024,VOBILE GROUP LTD Common Stock,U,Other OTC,9909000,9909000,0.00,0,545,999.99
VODAF,15-08-2024,Vodacom Group Limited Ordinary,U,Other OTC,93484,98377,-4.97,-4893,0,999.99
VODPF,15-08-2024,Vodafone Group Plc Ordinary Sh,U,Other OTC,12457553,10879054,14.51,1578499,14018,888.68
VOLAF,15-08-2024,AB Volvo Ordinary Shares,U,Other OTC,92,0,100.00,92,17,5.41
VOLVF,15-08-2024,AB Volvo Ordinary Shares,U,Other OTC,3151924,3839832,-17.92,-687908,7583,415.66
VONHF,15-08-2024,VONTOBEL HOLDING AG ZUERICH Or,U,Other OTC,3850,531,625.05,3319,18,213.89
VONOY,15-08-2024,VONOVIA SE Unsponsored ADR (Ge,U,Other OTC,36960,13282,178.27,23678,101179,1.00
VOPKF,15-08-2024,Koninklijke Vopak NV Rotterdam,U,Other OTC,53245,51031,4.34,2214,224,237.70
VOPKY,15-08-2024,Koninklijke Vopak NV Rotterdam,U,Other OTC,41,97,-57.73,-56,8,5.13
VOSSF,15-08-2024,Vossloh Ordinary Shares,U,Other OTC,700,794,-11.84,-94,0,999.99
VOSSY,15-08-2024,Vossloh AG Unsponsored ADR (Ge,U,Other OTC,32,32,0.00,0,0,999.99
VOYJF,15-08-2024,Valmet OYJ Ordinary Shares (Fi,U,Other OTC,1246099,1684510,-26.03,-438411,23,999.99
VPER,15-08-2024,"Viper Networks, Inc. Common St",U,Other OTC,100000,0,100.00,100000,12031068,1.00
VPGLF,15-08-2024,Value Partners Group Limited O,U,Other OTC,274000,324000,-15.43,-50000,2545,107.66
VPHIF,15-08-2024,VALEO PHARMA INC Common Shares,U,Other OTC,35,35,0.00,0,27,1.30
VPLCF,15-08-2024,Vanguard Funds PLC Tresury Bon,U,Other OTC,315,348,-9.48,-33,9,35.00
VPLM,15-08-2024,VOIP-PAL.COM INC Common Stock,U,Other OTC,98330,49168,99.99,49162,6599742,1.00
VPOR,15-08-2024,"Vapor Group, Inc. Common Stock",U,Other OTC,3000,3000,0.00,0,56663,1.00
VPTDF,15-08-2024,VentriPoint Diagnostics Ltd Co,U,Other OTC,14660,26403,-44.48,-11743,136525,1.00
VQSSF,15-08-2024,VIQ Solutions Inc Common Share,U,Other OTC,14705,18130,-18.89,-3425,5783,2.54
VRAYQ,15-08-2024,VIEWRAY INC Common Stock,U,Other OTC,322711,322711,0.00,0,34842,9.26
VRBCF,15-08-2024,Ste Virbac SA Ordinary Shares,U,Other OTC,30,30,0.00,0,0,999.99
VRBFF,15-08-2024,VanadiumCorp Resource Inc Ordi,U,Other OTC,1451,451,221.73,1000,167885,1.00
VRDDF,15-08-2024,Veridis Environment Ltd Ordina,U,Other OTC,6789,6789,0.00,0,0,999.99
VRDR,15-08-2024,"Verde Resources, Inc. Com",U,Other OTC,50042,77943,-35.80,-27901,32274,1.55
VREOF,15-08-2024,VIREO GROWTH INC Common Shares,U,Other OTC,23037,47914,-51.92,-24877,221827,1.00
VRLAF,15-08-2024,"VERALLIA, COURBEVOIE ORD (Fran",U,Other OTC,1930,1740,10.92,190,36,53.61
VRNOF,15-08-2024,VERANO HLDGS CORP COM SUB VTG,U,Other OTC,550140,554833,-0.85,-4693,524646,1.05
VRRCF,15-08-2024,VR RESOURCES LTD Ordinary Shar,U,Other OTC,23910,503,4653.48,23407,114197,1.00
VRSRF,15-08-2024,Versarien PLC Ordinary Shares,U,Other OTC,350,350,0.00,0,142382,1.00
VRSSF,15-08-2024,VERSES AI INC Common Stock,U,Other OTC,1354232,1303323,3.91,50909,382421,3.54
VRTC,15-08-2024,"Veritec, Inc. Common Stock",U,Other OTC,271,271,0.00,0,2243,1.00
VSBGF,15-08-2024,VSBLTY GROUPE TECHNOLOGIES COR,U,Other OTC,15816,25635,-38.30,-9819,22339,1.00
VSCFF,15-08-2024,VISCOFAN SA SHS (Spain),U,Other OTC,2473,1847,33.89,626,0,999.99
VSIOF,15-08-2024,VISION INC Common Stock,U,Other OTC,178834,176934,1.07,1900,0,999.99
VSOGF,15-08-2024,VISTA OIL & GAS SAB DE CV SHAR,U,Other OTC,231937,231937,0.00,0,18,999.99
VSOLF,15-08-2024,THREE SIXTY SOLAR LTD Ordinary,U,Other OTC,1,1,0.00,0,115901,1.00
VSRV,15-08-2024,"Voiceserve, Inc. Common Stock",U,Other OTC,3263,3263,0.00,0,0,999.99
VSTCQ,15-08-2024,Vision Technology Corp. Common,U,Other OTC,1500,1500,0.00,0,0,999.99
VSTKF,15-08-2024,VNV GLOBAL AB Common Shares,U,Other OTC,106752,106752,0.00,0,0,999.99
VTEPF,15-08-2024,VIDENDUM PLC Ordinary Shares,U,Other OTC,82307,82307,0.00,0,0,999.99
VTEXF,15-08-2024,DEVELOP GLOBAL LTD Ordinary Sh,U,Other OTC,1075652,1075652,0.00,0,100,999.99
VTGDF,15-08-2024,Vantage Drilling Company Commo,U,Other OTC,7930,7930,0.00,0,37689,1.00
VTHPF,15-08-2024,Vital Healthcare Property Trus,U,Other OTC,654926,98246,566.62,556680,0,999.99
VTKLF,15-08-2024,"VTech Holdings, Ltd. (Bermuda)",U,Other OTC,184360,179160,2.90,5200,210,877.90
VTKLY,15-08-2024,"VTech Holdings, Ltd. Unsponsor",U,Other OTC,3698,4743,-22.03,-1045,4945,1.00
VTMEF,15-08-2024,Vietnam Enterprise Investments,U,Other OTC,1656,101,1539.60,1555,0,999.99
VTMTF,15-08-2024,"Vertu Motors PLC, Newcastle Up",U,Other OTC,11258,11290,-0.28,-32,182,61.86
VTMXF,15-08-2024,Vital Metals Ltd Ordinary Shar,U,Other OTC,22300,4000,457.50,18300,215395,1.00
VTRKF,15-08-2024,Vetropack Holding SA Saint-Pre,U,Other OTC,27505,27065,1.63,440,0,999.99
VTSCF,15-08-2024,VITESCO TECHNOLOGIES GROUP AG,U,Other OTC,983,1384,-28.97,-401,11,89.36
VTSCY,15-08-2024,Vitesco Technologies Group AG,U,Other OTC,1,11,-90.91,-10,567,1.00
VTSYF,15-08-2024,Vitasoy Int'L H 0.25 Par Ordin,U,Other OTC,3357812,3565812,-5.83,-208000,19160,175.25
VTTGF,15-08-2024,Vat Group Ltd Ordinary Shares,U,Other OTC,138902,121662,14.17,17240,8,999.99
VTWRF,15-08-2024,VANTAGE TOWERS AG NA O N (Germ,U,Other OTC,226,226,0.00,0,2,113.00
VTXPF,15-08-2024,Victrex PLC Ordinary Shares,U,Other OTC,10528,10770,-2.25,-242,0,999.99
VTXXF,15-08-2024,Vertex Minerals Ltd Ordinary S,U,Other OTC,121,121,0.00,0,0,999.99
VUKEF,15-08-2024,VANGUARD FUNDS PLC FTSE 100 UC,U,Other OTC,2177,3924,-44.52,-1747,160,13.61
VULNF,15-08-2024,Vulcan Energy Resources Ltd. O,U,Other OTC,606285,601587,0.78,4698,1125,538.92
VVCVF,15-08-2024,VVC Exploration Corp Ordinary,U,Other OTC,20000,6730,197.18,13270,71925,1.00
VVIVF,15-08-2024,REPLENISH NUTRIENTS HLDG CORP,U,Other OTC,7313,0,100.00,7313,9455,1.00
VVSMF,15-08-2024,VANECK VECTORS UCITS ETFS PLC,U,Other OTC,9100,3777,140.93,5323,5426,1.68
VVVNF,15-08-2024,Vivendi Ordinary Shares (Franc,U,Other OTC,445426,115818,284.59,329608,221,999.99
VWAGY,15-08-2024,Volkswagen A G Unsponsored ADR,U,Other OTC,476420,359062,32.68,117358,839788,1.00
VWAPY,15-08-2024,Volkswagen A G Unsponsored ADR,U,Other OTC,68190,131653,-48.20,-63463,4576063,1.00
VWDRY,15-08-2024,Vestas Wind Systems AS America,U,Other OTC,118118,101526,16.34,16592,465668,1.00
VWESQ,15-08-2024,"Vintage Wine Estates, Inc. Com",U,Other OTC,166108,2992776,-94.45,-2826668,7536293,1.00
VWEWQ,15-08-2024,"Vintage Wine Estates, Inc. War",U,Other OTC,262076,259415,1.03,2661,1995657,1.00
VWSYF,15-08-2024,Vesta Wind Systems Par Ord Ord,U,Other OTC,7376005,5781099,27.59,1594906,5252,999.99
VXIT,15-08-2024,"VirExit Technologies, Inc. Com",U,Other OTC,18244,411,4338.93,17833,2584949,1.00
VXTRF,15-08-2024,VOXTUR ANALYTICS CORP Common S,U,Other OTC,168785,278285,-39.35,-109500,842228,1.00
VYBE,15-08-2024,Limitless X Holdings Inc.  Com,U,Other OTC,326,1553,-79.01,-1227,15653,1.00
VYEY,15-08-2024,"Victory Oilfield Tech, Inc. Co",U,Other OTC,709,709,0.00,0,0,999.99
VYGPF,15-08-2024,Carta Holdings Inc Common Stoc,U,Other OTC,3700,1700,117.65,2000,36,102.78
VYGVQ,15-08-2024,Voyager Digital Ltd. Ordinary,U,Other OTC,513397,513397,0.00,0,44850,11.45
WACLF,15-08-2024,Wacoal Holdings Ordinary Share,U,Other OTC,134099,146999,-8.78,-12900,182,736.81
WACMF,15-08-2024,Wacom Co Ltd Shs,U,Other OTC,173268,162412,6.68,10856,0,999.99
WACMY,15-08-2024,Wacom Co Ltd Unsponsored ADR (,U,Other OTC,789,688,14.68,101,18,43.83
WALRF,15-08-2024,MEGAWATT LITHIUM & BATTERY MET,U,Other OTC,4084,4084,0.00,0,168088,1.00
WAMFF,15-08-2024,WESTERN ALASKA MINERALS CORP C,U,Other OTC,1000,0,100.00,1000,7976,1.00
WANHY,15-08-2024,Seven West Media Ltd.  Unspons,U,Other OTC,9,9,0.00,0,0,999.99
WAORF,15-08-2024,WA1 RES LTD ORDINARY FULLY PAI,U,Other OTC,454295,246132,84.57,208163,0,999.99
WARFF,15-08-2024,Wharf Holdings Ltd Ordinary Sh,U,Other OTC,2143361,2146361,-0.14,-3000,4182,512.52
WAWIF,15-08-2024,WALLENIUS WILHELMSEN ASA Ordin,U,Other OTC,28845,12602,128.89,16243,24194,1.19
WBBW,15-08-2024,WESTBURY BANCORP INC Common St,U,Other OTC,9,9,0.00,0,27,1.00
WBDSF,15-08-2024,WEBUILD SPA SHS POST RAGGRUPPA,U,Other OTC,7111821,6348738,12.02,763083,0,999.99
WBHC,15-08-2024,Wilson Bank Holding Company (T,U,Other OTC,14,14,0.00,0,0,999.99
WBRBF,15-08-2024,Wienerberger Baustofindusti Ag,U,Other OTC,605170,839571,-27.92,-234401,0,999.99
WBRBY,15-08-2024,Wienerberger Baustofindusti Ag,U,Other OTC,18828,0,100.00,18828,15291,1.23
WBSR,15-08-2024,"Webstar Technology Group, Inc.",U,Other OTC,4400,0,100.00,4400,19245,1.00
WBTNF,15-08-2024,WEEBIT NANO LTD SHS (Australia,U,Other OTC,75710,75710,0.00,0,1703,44.46
WBZB,15-08-2024,Washington Bbusiness Bk Common,U,Other OTC,1,1,0.00,0,8,1.00
WCFB,15-08-2024,"WCF Bancorp, Inc. Cm St Common",U,Other OTC,351,268,30.97,83,529,1.00
WCHNF,15-08-2024,"West China Cement Ltd, St Heli",U,Other OTC,23240100,24208100,-4.00,-968000,0,999.99
WCHS,15-08-2024,Winchester Holding Group Com,U,Other OTC,10,10,0.00,0,19,1.00
WCUFF,15-08-2024,WORLD COPPER LTD COM NEW (Cana,U,Other OTC,93651,24639,280.09,69012,419569,1.00
WCULF,15-08-2024,WACUL INC COM STK (Japan),U,Other OTC,300,300,0.00,0,0,999.99
WDCCF,15-08-2024,WISDOMTREE ISSUER PLC WISDOMTR,U,Other OTC,199,298,-33.22,-99,0,999.99
WDCTF,15-08-2024,Wildcat Resources Ltd. Ordinar,U,Other OTC,904815,389198,132.48,515617,0,999.99
WDDD,15-08-2024,Worlds Inc. Common Stock,U,Other OTC,809,809,0.00,0,23293,1.00
WDGJF,15-08-2024,Wood Group John plc Ordinary S,U,Other OTC,24306,8849,174.68,15457,30654,1.00
WDGRF,15-08-2024,WEDGEMOUNT RES CORP Common Sha,U,Other OTC,100136,100136,0.00,0,0,999.99
WDOFF,15-08-2024,Wesdome Gold Mines Ltd Ordinar,U,Other OTC,1791448,1474395,21.50,317053,377257,4.75
WDPSF,15-08-2024,WAREHOUSES DE PAUW NV Ordinary,U,Other OTC,859658,856162,0.41,3496,271,999.99
WDSSF,15-08-2024,Wisdomtree Issuer PLC US Quali,U,Other OTC,1817,2649,-31.41,-832,3562,1.00
WDTRF,15-08-2024,Wisdomtree Issuer Plc Japan Eq,U,Other OTC,441,0,100.00,441,1586,1.00
WEBB,15-08-2024,"Web Blockchain Media, Inc. Com",U,Other OTC,4200,4200,0.00,0,0,999.99
WEBC,15-08-2024,"Webco Industries, Inc. New Com",U,Other OTC,1,1,0.00,0,188,1.00
WEBJF,15-08-2024,Webjet Ltd Ordinary Shares (Au,U,Other OTC,240329,222760,7.89,17569,0,999.99
WEBNF,15-08-2024,Westpac Banking Corp Nz (Clob),U,Other OTC,14949267,16228343,-7.88,-1279076,1041,999.99
WEDXF,15-08-2024,Westaim Corporation (The) Comm,U,Other OTC,1132,117015,-99.03,-115883,42669,1.00
WEEEF,15-08-2024,Western Energy Services Corp.,U,Other OTC,48,38,26.32,10,0,999.99
WEGRY,15-08-2024,Weir Group PLC American Deposi,U,Other OTC,26118,2267,1052.10,23851,25259,1.03
WEGYF,15-08-2024,WESTBRIDGE RENEWABLE ENERGY CO,U,Other OTC,11,11,0.00,0,4055,1.00
WEGZY,15-08-2024,Weg S.A. Sponsored ADR (Brazil,U,Other OTC,29204,70595,-58.63,-41391,96575,1.00
