issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
SGLRF,15-08-2024,Spyglass Resources Corp. Commo,U,Other OTC,5035,5035,0.00,0,255,19.75
SGMD,15-08-2024,"Sugarmade, Inc. Common Stock",U,Other OTC,2,2,0.00,0,116123,1.00
SGMNF,15-08-2024,Sutter Gold Mining Inc. Ordina,U,Other OTC,75031,75031,0.00,0,0,999.99
SGNI,15-08-2024,"StemGen, Inc Common Stock",U,Other OTC,1,1,0.00,0,0,999.99
SGNLF,15-08-2024,SIGNAL GOLD INC Common Shares,U,Other OTC,19601,12337,58.88,7264,21656,1.00
SGPLF,15-08-2024,SAGA PLC Ordinary Shares,U,Other OTC,282336,282336,0.00,0,0,999.99
SGPPF,15-08-2024,Spar Group Ltd Pinetown Ordina,U,Other OTC,36010,36000,0.03,10,0,999.99
SGPPY,15-08-2024,Spar Group Ltd Pinetown Unspon,U,Other OTC,2,100,-98.00,-98,21,1.00
SGPTF,15-08-2024,SAGE POTASH CORP COM (Canada),U,Other OTC,4000,8200,-51.22,-4200,32704,1.00
SGPYY,15-08-2024,Sage Group Plc Unsponsored ADR,U,Other OTC,2302,8971,-74.34,-6669,27277,1.00
SGQRF,15-08-2024,SouthGobi Resources Ltd. Commo,U,Other OTC,2,2,0.00,0,273,1.00
SGRCF,15-08-2024,San Gold Corporation Common Sh,U,Other OTC,7903,7903,0.00,0,7155,1.10
SGSOF,15-08-2024,SGS SA Ordinary Shares,U,Other OTC,289252,325095,-11.03,-35843,97,999.99
SGSOY,15-08-2024,SGS SA ADR (Switzerland),U,Other OTC,19853,27725,-28.39,-7872,362848,1.00
SGSUF,15-08-2024,SANGETSU CORP Ordinary Shares,U,Other OTC,15697,16000,-1.89,-303,0,999.99
SGTM,15-08-2024,SUSTAINABLE GREEN TEAM LTD Com,U,Other OTC,2196,4232,-48.11,-2036,13643,1.00
SGXXF,15-08-2024,Sound Global Limited Ordinary,U,Other OTC,11000,11000,0.00,0,0,999.99
SHALF,15-08-2024,Shangri-La Asia Ltd Ord Ordina,U,Other OTC,707497,513497,37.78,194000,0,999.99
SHALY,15-08-2024,Shangri-La Asia Ltd Ord Americ,U,Other OTC,979,979,0.00,0,0,999.99
SHAOF,15-08-2024,SHIMAMURA CORP SHS (Japan),U,Other OTC,103000,235001,-56.17,-132001,0,999.99
SHASF,15-08-2024,Shamaran Petroleum Corporation,U,Other OTC,9572,14538,-34.16,-4966,2273,4.21
SHBBF,15-08-2024,SPECIALTY HOLDCO BELGIUM BV SH,U,Other OTC,260152,346932,-25.01,-86780,0,999.99
SHCAF,15-08-2024,Sharp Corp (Osaka) Ordinary Sh,U,Other OTC,5903622,6847381,-13.78,-943759,0,999.99
SHCAY,15-08-2024,Sharp Corp (Osaka) American De,U,Other OTC,5726,5080,12.72,646,20405,1.00
SHECF,15-08-2024,Shin-Etsu Chemical Co Ltd Ordi,U,Other OTC,1252957,1409504,-11.11,-156547,10244,122.31
SHECY,15-08-2024,Shin-Etsu Chemical Co Ltd Unsp,U,Other OTC,38152,72922,-47.68,-34770,446043,1.00
SHEGF,15-08-2024,SHINKO ELECTRIC INDUSTRIES CO,U,Other OTC,359094,449681,-20.14,-90587,0,999.99
SHEKF,15-08-2024,"Shikoku Electric Power Co., In",U,Other OTC,19197,21147,-9.22,-1950,0,999.99
SHERF,15-08-2024,Sherritt Intl Copr Restr Vtg O,U,Other OTC,253780,184280,37.71,69500,1955,129.81
SHGDF,15-08-2024,Star Diamond Corporation Ordin,U,Other OTC,8548,38715,-77.92,-30167,7747,1.10
SHGI,15-08-2024,"SPARX HLDGS GROUP, INC Common",U,Other OTC,3500,3500,0.00,0,9091,1.00
SHGKY,15-08-2024,Sun Hung Kai & Co Ltd ADR,U,Other OTC,385,385,0.00,0,56,6.88
SHGXY,15-08-2024,Shenguan Holdings Group Ltd Un,U,Other OTC,70,70,0.00,0,0,999.99
SHHPF,15-08-2024,Ship Healthcare Holdings Inc O,U,Other OTC,2303,703,227.60,1600,0,999.99
SHICF,15-08-2024,SHIBAURA MECHATRONICS CORP TOK,U,Other OTC,66208,51888,27.60,14320,0,999.99
SHIHF,15-08-2024,SHENZHEN INVT HLDGS BAY AREA D,U,Other OTC,126500,126500,0.00,0,6,999.99
SHJBF,15-08-2024,SHANGHAI JUNSHI BIOSCIENCES CO,U,Other OTC,798600,798600,0.00,0,0,999.99
SHJMF,15-08-2024,Shimojima Co Ltd Shs,U,Other OTC,500,600,-16.67,-100,0,999.99
SHKBF,15-08-2024,SHIBUYA KOGYO CO LTD SHS (Japa,U,Other OTC,688,388,77.32,300,0,999.99
SHKGF,15-08-2024,SHIZUOKAGAS CO LTD SHIZUOKA Co,U,Other OTC,32661,27461,18.94,5200,0,999.99
SHKJF,15-08-2024,Shikibo Ltd Ordinary Shares (J,U,Other OTC,400,600,-33.33,-200,0,999.99
SHKLF,15-08-2024,SINOTRUK HONG KONG LTD SHS (Ho,U,Other OTC,7700249,9503249,-18.97,-1803000,0,999.99
SHKLY,15-08-2024,Sinotruk Hong Kong Ltd Unspons,U,Other OTC,10,10,0.00,0,13,1.00
SHLAF,15-08-2024,Schindler Holding Ag Hergiswil,U,Other OTC,165340,124858,32.42,40482,15,999.99
SHLLF,15-08-2024,Shelf Drilling Ltd Ordinary Sh,U,Other OTC,217352,217352,0.00,0,382,568.98
SHLRF,15-08-2024,Schindler Holding Ag Hergiswil,U,Other OTC,5844,3269,78.77,2575,1,999.99
SHMDF,15-08-2024,Shimano Inds Ordinary Shares,U,Other OTC,371302,322663,15.07,48639,337,999.99
SHMP,15-08-2024,NaturalShrimp Incorporated Com,U,Other OTC,21095,2352,796.90,18743,9473229,1.00
SHMSF,15-08-2024,SHIMAO SVCS HLDG LTD Ordinary,U,Other OTC,3635735,3969735,-8.41,-334000,0,999.99
SHMUF,15-08-2024,Shimizu Corp Ord Ordinary Shar,U,Other OTC,3642891,4121389,-11.61,-478498,0,999.99
SHMWF,15-08-2024,Shinmaywa Industries Ltd. Ordi,U,Other OTC,10725,6825,57.14,3900,0,999.99
SHMZF,15-08-2024,Shimadzu Corp Ordinary Shares,U,Other OTC,1274271,1173788,8.56,100483,0,999.99
SHNHF,15-08-2024,SHOUCHENG HLDGS LTD PUBLIC COM,U,Other OTC,5122000,5122000,0.00,0,0,999.99
SHNMF,15-08-2024,SHIN MAINT HLDGS CO LTD Common,U,Other OTC,300,300,0.00,0,0,999.99
SHNUF,15-08-2024,"In Touch Holdings Pub. Co., Lt",U,Other OTC,588600,588600,0.00,0,0,999.99
SHNWF,15-08-2024,Schroders Plc New Ordinary Sha,U,Other OTC,464320,659944,-29.64,-195624,1248,372.05
SHOFF,15-08-2024,Shoei Co Ltd Ordinary Shares (,U,Other OTC,343723,345661,-0.56,-1938,0,999.99
SHOM,15-08-2024,"Southern Home Medical, Inc. Co",U,Other OTC,97,97,0.00,0,181818,1.00
SHPHF,15-08-2024,Sihuan Pharmaceutical Holdings,U,Other OTC,320000,320000,0.00,0,0,999.99
SHPMF,15-08-2024,Shanghai Pharmaceuticals Holdi,U,Other OTC,2320641,2026341,14.52,294300,0,999.99
SHPMY,15-08-2024,Shanghai Pharmaceuticals Holdi,U,Other OTC,1206,900,34.00,306,1414,1.00
SHPPF,15-08-2024,SHOP APOTHEKE EUROPE NV Ordina,U,Other OTC,168610,179353,-5.99,-10743,0,999.99
SHPSQ,15-08-2024,SHAPEWAYS HLDGS INC Warrant,U,Other OTC,58888,58888,0.00,0,0,999.99
SHPWQ,15-08-2024,SHAPEWAYS HLDGS INC Common Sto,U,Other OTC,6888,7903,-12.84,-1015,4273,1.61
SHRG,15-08-2024,Sharing Services Global Corp.,U,Other OTC,4861,3563,36.43,1298,297920,1.00
SHSGF,15-08-2024,"SHENG SIONG GROUP LTD, SINGAPO",U,Other OTC,166567,640267,-73.98,-473700,0,999.99
SHTDF,15-08-2024,Sinopharm Group Co. Ltd Ordina,U,Other OTC,1788025,2130968,-16.09,-342943,4073,438.99
SHTDY,15-08-2024,Sinopharm Group Co. Ltd Unspon,U,Other OTC,341,84,305.95,257,25248,1.00
SHTGF,15-08-2024,Shun Tak Holdings Ltd Ordinary,U,Other OTC,146000,146000,0.00,0,0,999.99
SHTLF,15-08-2024,SOUTH32 LTD Ordinary Shares (A,U,Other OTC,12974060,10903133,18.99,2070927,16525,785.12
SHUFF,15-08-2024,Shufersal Ltd Shs B Ordinary S,U,Other OTC,52866,46,114826.09,52820,0,999.99
SHVLF,15-08-2024,Starcore International Mines L,U,Other OTC,43,5,760.00,38,16,2.69
SHVTF,15-08-2024,Select Harvests Limited Ordina,U,Other OTC,343226,369412,-7.09,-26186,364,942.93
SHWDF,15-08-2024,Showa Denko Kk Ordinary Shares,U,Other OTC,1854450,1858915,-0.24,-4465,0,999.99
SHWDY,15-08-2024,Resonac Holdings Corporation A,U,Other OTC,261,705,-62.98,-444,4617,1.00
SHWGF,15-08-2024,Shandong Weigao Group Medical,U,Other OTC,43409281,41313200,5.07,2096081,22545,999.99
SHWGY,15-08-2024,Shandong Weigao Group Medical,U,Other OTC,30478,396,7596.46,30082,19187,1.59
SHWZ,15-08-2024,Medicine Man Technologies Inc,U,Other OTC,8441,8441,0.00,0,7889,1.07
SHXWF,15-08-2024,Xinhua Winshare Publishing & M,U,Other OTC,629000,809000,-22.25,-180000,0,999.99
SHZHY,15-08-2024,SHENZHOU INTL GROUP HLDGS LTD,U,Other OTC,4925,7151,-31.13,-2226,49827,1.00
SIACF,15-08-2024,STAR ASIA INVT CORP SHS  (Japa,U,Other OTC,7611,6309,20.64,1302,0,999.99
SIARF,15-08-2024,SIA REIT INC Ord Shares (Japan,U,Other OTC,75,58,29.31,17,0,999.99
SICNF,15-08-2024,Sokoman Minerals Corp Common S,U,Other OTC,40466,17095,136.71,23371,35275,1.15
SICP,15-08-2024,Silvergate Capital Corporation,U,Other OTC,2529459,2526929,0.10,2530,108694,23.27
SICPL,15-08-2024,Silvergate Capital Corporation,U,Other OTC,102782,102782,0.00,0,233441,1.00
SIEGY,15-08-2024,Siemens AG American Depositary,U,Other OTC,11463,25249,-54.60,-13786,324555,1.00
SIELF,15-08-2024,Shanghai Electric Group Co Ltd,U,Other OTC,62000,64000,-3.13,-2000,0,999.99
SIELY,15-08-2024,Shanghai Electric Group Co Ltd,U,Other OTC,1218,1217,0.08,1,208,5.86
SIETY,15-08-2024,D IETEREN GROUP American Depos,U,Other OTC,132,390,-66.15,-258,282,1.00
SIEVF,15-08-2024,D IETEREN GROUP NV Ordinary Sh,U,Other OTC,30091,38403,-21.64,-8312,18,999.99
SIGCY,15-08-2024,SIG Group AG American Deposita,U,Other OTC,3523,35144,-89.98,-31621,111518,1.00
SIGGF,15-08-2024,Sigma Healthcare Ltd Ordinary,U,Other OTC,806099,629792,27.99,176307,0,999.99
SIGL,15-08-2024,"Signal Advance, Inc. Common St",U,Other OTC,4797,4997,-4.00,-200,48775,1.00
SIGRF,15-08-2024,SLIGRO FOOD GROUP Shs (Netherl,U,Other OTC,3757,7652,-50.90,-3895,0,999.99
SIGY,15-08-2024,"Sigyn Therapeutics, Inc. Commo",U,Other OTC,25,0,100.00,25,1308,1.00
SIHBY,15-08-2024,Shenzhen Investment Holdings B,U,Other OTC,716,716,0.00,0,79,9.06
SIIXF,15-08-2024,SIIX CORP OSAKA SHS (Japan),U,Other OTC,66057,55157,19.76,10900,0,999.99
SILDF,15-08-2024,Sintokogio Ltd Ordinary Shares,U,Other OTC,3300,800,312.50,2500,182,18.13
SILEF,15-08-2024,SILVER ELEPHANT MNG CORP Commo,U,Other OTC,98380,98380,0.00,0,22421,4.39
SILFF,15-08-2024,SILO WELLNESS INC Common Share,U,Other OTC,100,100,0.00,0,0,999.99
SILXF,15-08-2024,Silex Systems Ltd Ordinary Sha,U,Other OTC,1448004,1827384,-20.76,-379380,25939,55.82
SILXY,15-08-2024,Silex Systems Ltd American Dep,U,Other OTC,3021,732,312.70,2289,10330,1.00
SIMPQ,15-08-2024,"Simply, Inc. Common Stock",U,Other OTC,5213,5213,0.00,0,0,999.99
SINGF,15-08-2024,Singapore Airlines Ltd Ordinar,U,Other OTC,16395809,13676308,19.88,2719501,13532,999.99
SINGY,15-08-2024,Singapore Airlines Ltd Unspons,U,Other OTC,1997,21772,-90.83,-19775,178368,1.00
SIOLF,15-08-2024,Sino-Ocean Land Ordinary Share,U,Other OTC,4467500,4514500,-1.04,-47000,0,999.99
SIOLY,15-08-2024,Sino-Ocean Group Holdings Ltd,U,Other OTC,896,896,0.00,0,812,1.10
SIOMF,15-08-2024,SIEM OFFSHORE INC SHS NEW US$1,U,Other OTC,35000,36131,-3.13,-1131,5455,6.42
SIOPF,15-08-2024,SHIMAO GROUP HOLDINGS LIMITED,U,Other OTC,2000,2000,0.00,0,3,666.67
SIPC,15-08-2024,"Sipp Industries, Inc. New Comm",U,Other OTC,1,8,-87.50,-7,2171329,1.00
SIRC,15-08-2024,Solar Integrated Roofing Corpo,U,Other OTC,42238,2241,1784.78,39997,113616024,1.00
SIREF,15-08-2024,"Sirios Resources, Inc. Ordinar",U,Other OTC,17298,4224,309.52,13074,53781,1.00
SIRLF,15-08-2024,Ishares Plc Exchange Traded Fu,U,Other OTC,6713,7832,-14.29,-1119,0,999.99
SIRZF,15-08-2024,Sir Rty Income Fd Unit (Canada,U,Other OTC,803,809,-0.74,-6,133,6.04
SISAF,15-08-2024,Sipef Sa Anvers Ordinary Share,U,Other OTC,1,1,0.00,0,0,999.99
SISXF,15-08-2024,Savaria Corporation Ordinary S,U,Other OTC,214407,182332,17.59,32075,1428,150.14
SITIF,15-08-2024,SITC INTERNATIONAL HOLDINGS CO,U,Other OTC,1389783,1719407,-19.17,-329624,0,999.99
SITIY,15-08-2024,SITC International Holdings Co,U,Other OTC,2869,1207,137.70,1662,819,3.50
SITKF,15-08-2024,Sitka Gold Corporation Ordinar,U,Other OTC,1031,6226,-83.44,-5195,112550,1.00
SITS,15-08-2024,Southern ITS International Inc,U,Other OTC,1714,0,100.00,1714,117177,1.00
SIUAF,15-08-2024,STABILUS SE Common Stock,U,Other OTC,69954,63848,9.56,6106,0,999.99
SIVBQ,15-08-2024,SVB FINL GROUP,U,Other OTC,658638,658434,0.03,204,155383,4.24
SIVPQ,15-08-2024,SVB FINL GROUP Depositary Shs,U,Other OTC,884,884,0.00,0,23555,1.00
SIXGF,15-08-2024,Sixt Aktiengesellschaft Ordina,U,Other OTC,45136,42442,6.35,2694,0,999.99
SJMHF,15-08-2024,SJM Holdings Ltd Ordinary shar,U,Other OTC,21510886,25594886,-15.96,-4084000,12873,999.99
SJMHY,15-08-2024,SJM Holdings Ltd Unsponsored A,U,Other OTC,208,208,0.00,0,274,1.00
SJUSF,15-08-2024,SAN JU SAN FINL GROUP INC COM,U,Other OTC,1045,1045,0.00,0,0,999.99
SKAS,15-08-2024,Saker Aviation Services Inc. C,U,Other OTC,254,0,100.00,254,5456,1.00
SKBNF,15-08-2024,Shikun & Binui Ltd Ordinary Sh,U,Other OTC,891881,657604,35.63,234277,0,999.99
SKBSY,15-08-2024,Skanska AB Sponsored ADR (Swed,U,Other OTC,12047,30198,-60.11,-18151,32271,1.00
SKCBY,15-08-2024,Shinkin Central Bank Tokyo Uns,U,Other OTC,102,101,0.99,1,0,999.99
SKFOF,15-08-2024,Sika AG Ordinary Shares,U,Other OTC,315083,388845,-18.97,-73762,981,321.19
SKFRY,15-08-2024,SKF AB American Depositary Sha,U,Other OTC,2344,14746,-84.10,-12402,83751,1.00
SKGO,15-08-2024,"SkyBridge Technology Group, In",U,Other OTC,1,1,0.00,0,97183,1.00
SKHCF,15-08-2024,Sonic Healthcare Ltd  (Fgn) Or,U,Other OTC,232121,308845,-24.84,-76724,1479,156.94
SKHHY,15-08-2024,Sonic Healthcare Ltd American,U,Other OTC,20606,2820,630.71,17786,54327,1.00
SKHSF,15-08-2024,Sekisui House Ltd Ordinary Sha,U,Other OTC,1060488,1285188,-17.48,-224700,1802,588.51
SKHSY,15-08-2024,Sekisui House Ltd American Dep,U,Other OTC,27185,34714,-21.69,-7529,130242,1.00
SKILW,15-08-2024,SKILLSOFT CORP WT EXP 06/11/20,U,Other OTC,1173,1173,0.00,0,2941,1.00
SKKLF,15-08-2024,SHIKOKU CHEMICALS CORP SHS (Ja,U,Other OTC,27083,36183,-25.15,-9100,0,999.99
SKKRF,15-08-2024,SKRR EXPL INC Common Shares,U,Other OTC,3817,3817,0.00,0,36,106.03
SKKY,15-08-2024,Skkynet Cloud Systems Inc Comm,U,Other OTC,2371,407,482.56,1964,4415,1.00
SKLTF,15-08-2024,Seek Ltd Ordinary Shares (Aust,U,Other OTC,2681906,2714070,-1.19,-32164,0,999.99
SKLTY,15-08-2024,Seek Ltd Unsponsored ADR (Aust,U,Other OTC,6937,6950,-0.19,-13,80991,1.00
SKLYF,15-08-2024,SKYLARK HLDGS CO LTD COM STK (,U,Other OTC,2395980,2454389,-2.38,-58409,0,999.99
SKPJF,15-08-2024,Sky Perfect JSAT Holdings Inc,U,Other OTC,284339,397739,-28.51,-113400,0,999.99
SKPO,15-08-2024,"Skye Petroleum, Inc. New Commo",U,Other OTC,11100,11100,0.00,0,133771,1.00
SKSBF,15-08-2024,Skanska A B Ser B Free Ordinar,U,Other OTC,1566987,1612653,-2.83,-45666,269,999.99
SKSDF,15-08-2024,SAKATA SEED CORP COM STK (Japa,U,Other OTC,3404,30404,-88.80,-27000,0,999.99
SKSJF,15-08-2024,Shinko Shoji Co Ltd Ordinary S,U,Other OTC,84436,91736,-7.96,-7300,0,999.99
SKSUF,15-08-2024,Sekisui Chem Co Ordinary Share,U,Other OTC,51618,41610,24.05,10008,18,999.99
SKUEF,15-08-2024,SEKISUI HOUSE REIT INC SHS (Ja,U,Other OTC,97,330,-70.61,-233,0,999.99
SKUFF,15-08-2024,Svenska Kullagerfabriken Ab Sk,U,Other OTC,1187609,1614124,-26.42,-426515,294,999.99
SKURF,15-08-2024,"SAKURA INTERNET INC, OSAKA SHS",U,Other OTC,633672,145257,336.24,488415,0,999.99
SKUYF,15-08-2024,Sansei Yusoki Co Ltd Ordinary,U,Other OTC,1200,100,1100.00,1100,0,999.99
SKXJF,15-08-2024,Sankyo Co Ltd Gunma Ordinary S,U,Other OTC,101822,100305,1.51,1517,91,999.99
SKYZF,15-08-2024,"Sky City Entertainment Group,",U,Other OTC,283567,313052,-9.42,-29485,1,999.99
SLAAF,15-08-2024,SITIOS LATINOAMERICA S A B DE,U,Other OTC,2757107,2747583,0.35,9524,0,999.99
SLAHF,15-08-2024,STELLA CHEMIFA CORP OSAKA Ordi,U,Other OTC,21800,18000,21.11,3800,0,999.99
SLBK,15-08-2024,"Skyline Bankshares, Inc. Commo",U,Other OTC,92,531,-82.67,-439,2616,1.00
SLCJY,15-08-2024,SLC Agricola Sa Sponsored Amer,U,Other OTC,3878,0,100.00,3878,46583,1.00
SLCO,15-08-2024,"Sovereign Lithium, Inc. Common",U,Other OTC,200,200,0.00,0,273,1.00
SLDC,15-08-2024,SOLIDUS COMMUNICATIONS INC Com,U,Other OTC,5609,18313,-69.37,-12704,751358,1.00
SLDX,15-08-2024,STELLA DIAGNOSTICS INC Common,U,Other OTC,544,545,-0.18,-1,523,1.04
SLFFF,15-08-2024,Future Mobility Solutions Ltd.,U,Other OTC,4250,4250,0.00,0,0,999.99
SLFIF,15-08-2024,SUN LIFE FINL INC PFD SHS CL A,U,Other OTC,5,5,0.00,0,0,999.99
SLFPF,15-08-2024,ABRDN PLC Ordinary Shares,U,Other OTC,3906514,4354852,-10.30,-448338,109,999.99
SLFPY,15-08-2024,ABRDN PLC American Depositary,U,Other OTC,96,96,0.00,0,63,1.52
SLGDD,15-08-2024,Horizon Kinetics Holding Corpo,U,Other OTC,49,207,-76.33,-158,3517,1.00
SLGGF,15-08-2024,Solgold PLC Ordinary Shares (U,U,Other OTC,1686317,1801618,-6.40,-115301,191258,8.82
SLGWF,15-08-2024,SLANG WORLDWIDE INC Common Sha,U,Other OTC,19603,3379,480.14,16224,96032,1.00
SLGYF,15-08-2024,"San Leon Energy Plc, Dublin Or",U,Other OTC,10500,10500,0.00,0,0,999.99
SLHGF,15-08-2024,Skylight Health Group Inc Comm,U,Other OTC,3053,3053,0.00,0,15,203.53
SLKEF,15-08-2024,SILK ENERGY LTD COM (Canada),U,Other OTC,2697,2697,0.00,0,0,999.99
SLLDY,15-08-2024,Sanlam Ltd Sponsored ADR (Sout,U,Other OTC,8883,6107,45.46,2776,24634,1.00
SLMAF,15-08-2024,Sanlam Ltd Ordinary Shares,U,Other OTC,63480,64503,-1.59,-1023,0,999.99
SLNAF,15-08-2024,SELINA HOSPITALITY PLC Ordinar,U,Other OTC,1077572,4064589,-73.49,-2987017,1812315,1.00
SLNCF,15-08-2024,Silence Therapeutics Plc Ordin,U,Other OTC,1409,648,117.44,761,3083,1.00
SLNLF,15-08-2024,Stella International Holdings,U,Other OTC,37000,7000,428.57,30000,0,999.99
SLNLY,15-08-2024,Stella International Holdings,U,Other OTC,100,184,-45.65,-84,209,1.00
SLNWF,15-08-2024,SELINA HOSPITALITY PLC Warrant,U,Other OTC,57862,57962,-0.17,-100,0,999.99
SLOFF,15-08-2024,Solstad Farstad ASA Ordinary S,U,Other OTC,49,49,0.00,0,0,999.99
SLOIF,15-08-2024,"SOITEC, BERNIN Ordinary Shares",U,Other OTC,11996,9240,29.83,2756,0,999.99
SLRK,15-08-2024,Solera National Bancorp Inc. (,U,Other OTC,6796,861,689.31,5935,9678,1.00
SLSCF,15-08-2024,SOLASTO CORP Common Stock,U,Other OTC,64208,70808,-9.32,-6600,0,999.99
SLTN,15-08-2024,"Silverton Energy, Inc. Common",U,Other OTC,6,6,0.00,0,0,999.99
SLTTF,15-08-2024,Slate Office REIT Tr Unit (Can,U,Other OTC,196511,205693,-4.46,-9182,988,198.90
SLTZ,15-08-2024,"Solar Thin Films, Inc. Common",U,Other OTC,400,400,0.00,0,0,999.99
SLVMF,15-08-2024,"Silver Mines Limited, Sydney O",U,Other OTC,4686,87651,-94.65,-82965,11664,1.00
SLVRF,15-08-2024,Silver One Resources Inc. Ordi,U,Other OTC,2,19209,-99.99,-19207,526843,1.00
SLVTF,15-08-2024,SILVER TIGER METALS INC Ordina,U,Other OTC,49581,86,57552.33,49495,413940,1.00
SLVYY,15-08-2024,SOLVAY S A American Depositary,U,Other OTC,6788,0,100.00,6788,165033,1.00
SMAGF,15-08-2024,Soma Gold Corp Ordinary Shares,U,Other OTC,2987,8600,-65.27,-5613,9794,1.00
SMAWF,15-08-2024,Siemens AG Ordinary Shares,U,Other OTC,1033483,1145388,-9.77,-111905,3087,334.79
SMBMF,15-08-2024,SEATRIUM LTD SHS NEW (Singapor,U,Other OTC,10932764,7624533,43.39,3308231,27,999.99
SMCAY,15-08-2024,SMC Corp Japan SPONSORED ADR (,U,Other OTC,11839,17197,-31.16,-5358,599668,1.00
SMDPY,15-08-2024,SUMITOMO DAINIPPON PHARMA CO L,U,Other OTC,600,600,0.00,0,0,999.99
SMDZF,15-08-2024,Strategic Metals Ltd Ordinary,U,Other OTC,3420,10161,-66.34,-6741,13855,1.00
SMECF,15-08-2024,Smc Cp Ordinary Shares,U,Other OTC,181853,199434,-8.82,-17581,3079,59.06
SMEGF,15-08-2024,Siemens Energy AG Ord (Germany,U,Other OTC,5867241,5498341,6.71,368900,21804,269.09
SMEV,15-08-2024,Simulated Environment Concepts,U,Other OTC,48508,18508,162.09,30000,78676,1.00
SMFNF,15-08-2024,Sumitomo Mitsui Financial Grou,U,Other OTC,1004229,797555,25.91,206674,46962,21.38
SMFRF,15-08-2024,Sumitomo Forestry Co Ltd Ordin,U,Other OTC,813141,653066,24.51,160075,22,999.99
SMGKF,15-08-2024,Smiths Group Plc Ordinary Shar,U,Other OTC,42629,47511,-10.28,-4882,0,999.99
SMGZY,15-08-2024,Smiths Group Plc Sponsored ADR,U,Other OTC,9820,12173,-19.33,-2353,10963,1.00
SMHCF,15-08-2024,SAMTY HLDGS CO LTD Ordinary Sh,U,Other OTC,8809,4309,104.43,4500,0,999.99
SMHGF,15-08-2024,SIMCERE PHARMACEUTICAL GROUP L,U,Other OTC,2072583,2072583,0.00,0,0,999.99
SMIT,15-08-2024,SCHMITT INDS INC ORE Common St,U,Other OTC,35,35,0.00,0,32,1.09
SMIZF,15-08-2024,Melia Hotels International SA,U,Other OTC,3030,3685,-17.77,-655,120,25.25
SMKUY,15-08-2024,CP Axtra Public Co Ltd America,U,Other OTC,3,3,0.00,0,0,999.99
SMME,15-08-2024,"SmartMetric, Inc. Common Stock",U,Other OTC,100000,0,100.00,100000,47191458,1.00
SMMNY,15-08-2024,Siemens Healthineers AG Americ,U,Other OTC,40,5077,-99.21,-5037,108951,1.00
SMMYY,15-08-2024,Sumitomo Metal Mining Co Ltd U,U,Other OTC,2571,7108,-63.83,-4537,375548,1.00
SMNEY,15-08-2024,Siemens Energy AG American Dep,U,Other OTC,1681,1608,4.54,73,67330,1.00
SMNNY,15-08-2024,SHIMANO INC  American Deposita,U,Other OTC,37979,27631,37.45,10348,89742,1.00
SMNUF,15-08-2024,"Pt Sarana Menara Nusantara, Tb",U,Other OTC,84500,92900,-9.04,-8400,0,999.99
SMOFF,15-08-2024,SONORO GOLD CORP Ordinary Shar,U,Other OTC,43500,1100,3854.55,42400,111818,1.00
SMORF,15-08-2024,Smoore International Holdings,U,Other OTC,63100574,64109574,-1.57,-1009000,0,999.99
SMPNY,15-08-2024,"Sompo Holdings, Inc. American",U,Other OTC,19038,45053,-57.74,-26015,172780,1.00
SMREF,15-08-2024,SUN SUMMIT MINERALS CORP COM N,U,Other OTC,15000,100,14900.00,14900,24236,1.00
SMRVF,15-08-2024,Smooth Rock Ventures Corp Comm,U,Other OTC,34900,34900,0.00,0,0,999.99
SMSEY,15-08-2024,Samsonite International S.A Un,U,Other OTC,4621,1646,180.74,2975,11028,1.00
SMSKF,15-08-2024,"SUMISEKI HOLDINGS INC, TOKYO S",U,Other OTC,94339,294139,-67.93,-199800,0,999.99
SMSMY,15-08-2024,Sims Ltd American Depositary R,U,Other OTC,2183,526,315.02,1657,1526,1.43
SMSOF,15-08-2024,"Samsonite International SA, Lu",U,Other OTC,11606302,10366300,11.96,1240002,5374,999.99
SMSSY,15-08-2024,SMS CO Ltd. American Depositar,U,Other OTC,1,1,0.00,0,582,1.00
SMSZF,15-08-2024,"SMS CO LTD, TOKYO SHS (Japan)",U,Other OTC,222835,296814,-24.92,-73979,0,999.99
SMTEF,15-08-2024,Smart Eye Aktiebolag Share AK,U,Other OTC,307,407,-24.57,-100,38,8.08
SMTGF,15-08-2024,"SMA Solar Technology Ag, Niest",U,Other OTC,146705,133502,9.89,13203,90,999.99
SMTGY,15-08-2024,SMA Solar Technology AG Unspon,U,Other OTC,3061,4003,-23.53,-942,1341,2.28
SMTJF,15-08-2024,"SEMITEC CORP, TOKYO SHS (Japan",U,Other OTC,300,100,200.00,200,0,999.99
SMTLF,15-08-2024,GCL New Energy Holdings Ltd. O,U,Other OTC,1708,1708,0.00,0,237,7.21
SMTOF,15-08-2024,Sumitomo Electric Ordinary Sha,U,Other OTC,406491,786167,-48.29,-379676,2,999.99
SMTOY,15-08-2024,Sumitomo Electric Industries L,U,Other OTC,9422,4728,99.28,4694,57193,1.00
SMTSF,15-08-2024,Sierra Metals Inc. Common Stoc,U,Other OTC,27829,34243,-18.73,-6414,59031,1.00
SMTUF,15-08-2024,Sumitomo Rubber Industries Ltd,U,Other OTC,233416,617215,-62.18,-383799,10,999.99
