issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
KGMEF,15-08-2024,Kagome Co Ltd Ordinary Shares,U,Other OTC,38035,43539,-12.64,-5504,0,999.99
KGSPF,15-08-2024,Kingspan Group Plc Ordinary Sh,U,Other OTC,40688,62545,-34.95,-21857,0,999.99
KGSPY,15-08-2024,Kingspan Group Plc Unsponsored,U,Other OTC,6793,2605,160.77,4188,20991,1.00
KGTHY,15-08-2024,Krungthai Card PCL Unsponsored,U,Other OTC,311,0,100.00,311,105,2.96
KHDHF,15-08-2024,KHD Humboldt Wedag Internation,U,Other OTC,2432,2432,0.00,0,136,17.88
KHEXF,15-08-2024,Keikyu Corp Ordinary Shares (J,U,Other OTC,1144747,1101426,3.93,43321,1200,953.96
KHNGF,15-08-2024,Kuehne & Nagel International A,U,Other OTC,456706,459016,-0.50,-2310,32,999.99
KHNGY,15-08-2024,Kuehne & Nagel International A,U,Other OTC,7255,8440,-14.04,-1185,16580,1.00
KHNRF,15-08-2024,Keihan Electric Railway Co Ltd,U,Other OTC,40585,42301,-4.06,-1716,1109,36.60
KHOLY,15-08-2024,Koc Holdings AS Unsponsored AD,U,Other OTC,13902,22,63090.91,13880,7227,1.92
KHRNF,15-08-2024,Khiron Life Sciences Corp Comm,U,Other OTC,99824,99824,0.00,0,12196,8.18
KHTRF,15-08-2024,Knight Therapeutics Inc Common,U,Other OTC,204629,210254,-2.68,-5625,3720,55.01
KIARF,15-08-2024,KIARO HLDGS CORP Common Shares,U,Other OTC,38,38,0.00,0,0,999.99
KIDBQ,15-08-2024,"Kid Brands, Inc.",U,Other OTC,73,73,0.00,0,182,1.00
KIERF,15-08-2024,Kier Group Plc Ordinary Shares,U,Other OTC,323,12492,-97.41,-12169,186,1.74
KIGRY,15-08-2024,KION GROUP AG Unsponsored ADR,U,Other OTC,1596,15001,-89.36,-13405,40861,1.00
KIKOF,15-08-2024,Kikkoman Corp Ordinary Shares,U,Other OTC,2368830,1747987,35.52,620843,549,999.99
KIKOY,15-08-2024,Kikkoman Corp Unsponsored ADR,U,Other OTC,75,79,-5.06,-4,8,9.38
KINUF,15-08-2024,KINTETSU GROUP HLDGS CO LTD  O,U,Other OTC,2247553,2182585,2.98,64968,1182,999.99
KIQSF,15-08-2024,Kelso Technologies Inc. Common,U,Other OTC,143873,150018,-4.10,-6145,124042,1.16
KIROY,15-08-2024,Kumba Iron Ore Limited Sponsor,U,Other OTC,7640,7305,4.59,335,5305,1.44
KITAF,15-08-2024,Kitanotatsujin Corporation Ord,U,Other OTC,239300,240300,-0.42,-1000,0,999.99
KITZF,15-08-2024,Kitz Corp Ordinary Shares,U,Other OTC,13780,12980,6.16,800,0,999.99
KIYOF,15-08-2024,Kiyo Bank Ltd Ordinary Shares,U,Other OTC,83606,85456,-2.16,-1850,0,999.99
KKKGF,15-08-2024,Kyokuto Kaihatsu Kogyo Co Ltd,U,Other OTC,48130,33102,45.40,15028,0,999.99
KKKUF,15-08-2024,Kakaku.com Inc Tokyo Ordinary,U,Other OTC,160268,176711,-9.31,-16443,0,999.99
KKOYF,15-08-2024,Kesko OYJ Wertpapieren Ordinar,U,Other OTC,865459,880052,-1.66,-14593,59,999.99
KKOYY,15-08-2024,Kesko OYJ Unsponsored ADR repr,U,Other OTC,188,1079,-82.58,-891,3006,1.00
KKPCF,15-08-2024,Kaken Pharmaceutical Co Ltd Or,U,Other OTC,79376,71022,11.76,8354,83,956.34
KKPNF,15-08-2024,Koninklijke Kpn Nv Ordinary Sh,U,Other OTC,756684,14308068,-94.71,-13551384,17730,42.68
KKPNY,15-08-2024,ROYAL KPN NV ADR - Sponsored (,U,Other OTC,15218,13240,14.94,1978,218491,1.00
KKRAF,15-08-2024,Katakura Industries Co Ltd Ord,U,Other OTC,31024,29424,5.44,1600,2,999.99
KLBAY,15-08-2024,Klabin SA American Depositary,U,Other OTC,386,567,-31.92,-181,767,1.00
KLBIF,15-08-2024,"KLAB INC, TOKYO Ordinary Share",U,Other OTC,419365,429865,-2.44,-10500,0,999.99
KLDCF,15-08-2024,KENORLAND MINERALS LTD NEW Com,U,Other OTC,1610,3162,-49.08,-1552,9123,1.00
KLDI,15-08-2024,KLDISCOVERY COM,U,Other OTC,7793,7793,0.00,0,8956,1.00
KLDO,15-08-2024,KALEIDO BIOSCIENCES INC Common,U,Other OTC,67281,67294,-0.02,-13,135,498.38
KLGDF,15-08-2024,Kalo Gold Corp Ordinary Shares,U,Other OTC,306,306,0.00,0,665,1.00
KLKBY,15-08-2024,Kuala Lumpur Kepong Berhad Ord,U,Other OTC,1,1,0.00,0,0,999.99
KLKNF,15-08-2024,Kloeckner & Co Ag Duisburg Nam,U,Other OTC,9951,10034,-0.83,-83,2491,3.99
KLNG,15-08-2024,"Koil Energy Solutions, Inc. Co",U,Other OTC,350,2104,-83.37,-1754,176289,1.00
KLPEF,15-08-2024,Klepierre Sa Ord Ordinary Shar,U,Other OTC,116837,239038,-51.12,-122201,797,146.60
KLRGF,15-08-2024,Keller Group Plc Ord 10 Par Or,U,Other OTC,967,638,51.57,329,321,3.01
KLTHF,15-08-2024,Koolearn Technology Hldg Ltd C,U,Other OTC,22492787,17494287,28.57,4998500,2364,999.99
KLYCY,15-08-2024,Kunlun Energy Co. Ltd Unsponso,U,Other OTC,2677,2680,-0.11,-3,652,4.11
KLYG,15-08-2024,"Kelyniam Global, Inc. Common S",U,Other OTC,40111,0,100.00,40111,84115,1.00
KMAAF,15-08-2024,Komax Holding Ag Dierikon Name,U,Other OTC,7089,7475,-5.16,-386,0,999.99
KMBIF,15-08-2024,Kambi Group LTD Ordinary Share,U,Other OTC,483,483,0.00,0,76,6.36
KMCLF,15-08-2024,KENKO MAYONNAISE CO LTD SHS (J,U,Other OTC,11584,12833,-9.73,-1249,0,999.99
KMDHF,15-08-2024,KOMEDA HLDGS CO LTD COM STK (J,U,Other OTC,19382,30182,-35.78,-10800,0,999.99
KMERF,15-08-2024,Komercni Banka As Ord Czk500 K,U,Other OTC,192982,140750,37.11,52232,0,999.99
KMGGF,15-08-2024,Kumagai Gumi Co Ltd. Ordinary,U,Other OTC,41700,55000,-24.18,-13300,0,999.99
KMGIF,15-08-2024,Kamigumi Co Ltd Ordinary Share,U,Other OTC,348,48,625.00,300,0,999.99
KMHYF,15-08-2024,KOMEHYO HLDGS CO LTD SHS (Japa,U,Other OTC,27745,30145,-7.96,-2400,0,999.99
KMMPF,15-08-2024,Killiam Apt Real Estate Invt T,U,Other OTC,1046767,1049595,-0.27,-2828,5,999.99
KMRCF,15-08-2024,Komori Corp Ordinary Shares,U,Other OTC,3358,2358,42.41,1000,0,999.99
KMRIF,15-08-2024,Komeri Co Ltd Ordinary Shares,U,Other OTC,119204,94904,25.60,24300,0,999.99
KMRPF,15-08-2024,Kenmare Resources Ltd Plc Ord,U,Other OTC,3092,4833,-36.02,-1741,13,237.85
KMTUF,15-08-2024,Komatsu Ltd Ord Ordinary Share,U,Other OTC,773900,644953,19.99,128947,3911,197.88
KMTUY,15-08-2024,Komatsu Ltd Ord American Depos,U,Other OTC,4300,33807,-87.28,-29507,462253,1.00
KMUXF,15-08-2024,KAMUX OYJ (Finland),U,Other OTC,1423,1423,0.00,0,0,999.99
KNAMF,15-08-2024,KONAMI GROUP CORP Ordinary Sha,U,Other OTC,122666,271296,-54.79,-148630,34,999.99
KNBHF,15-08-2024,Knorr Bremse Ag Common Shares,U,Other OTC,103080,61095,68.72,41985,152,678.16
KNBIF,15-08-2024,Kane Biotech Inc Common Shares,U,Other OTC,3074,32379,-90.51,-29305,5545,1.00
KNBWF,15-08-2024,"Kirin Holdings Company, Limite",U,Other OTC,2072095,2042710,1.44,29385,0,999.99
KNBWY,15-08-2024,"Kirin Holdings Company, Limite",U,Other OTC,34970,26878,30.11,8092,135375,1.00
KNCAF,15-08-2024,Konica Minolta Holdings Inc Or,U,Other OTC,4134809,4152909,-0.44,-18100,27,999.99
KNCAY,15-08-2024,Konica Minolta Inc Unsponsored,U,Other OTC,5016,4411,13.72,605,362,13.86
KNCRF,15-08-2024,Konecranes Plc Ordinary Shares,U,Other OTC,16532,6839,141.73,9693,18,918.44
KNCRY,15-08-2024,Konecranes Plc Unsponsored ADR,U,Other OTC,484,274,76.64,210,111,4.36
KNDEF,15-08-2024,Kinden Corp Ordinary Shares Ja,U,Other OTC,373062,428402,-12.92,-55340,0,999.99
KNDGF,15-08-2024,KINDRED GROUP PLC SWEDISH DEPO,U,Other OTC,1045003,1035291,0.94,9712,119,999.99
KNEVF,15-08-2024,KINNEVIK AB SHARE AK B (Sweden,U,Other OTC,81973,80972,1.24,1001,476,172.21
KNFSF,15-08-2024,KIATNAKIN PHATRA BK PUB CO LTD,U,Other OTC,2900,0,100.00,2900,0,999.99
KNGW,15-08-2024,KENONGWO GROUP US INC Common S,U,Other OTC,1,1,0.00,0,0,999.99
KNKZF,15-08-2024,Kws Kleinwanzlebener Saatzucht,U,Other OTC,102,2076,-95.09,-1974,0,999.99
KNLPF,15-08-2024,KINEPOLIS GROUP NV SHS (Belgiu,U,Other OTC,127631,128407,-0.60,-776,0,999.99
KNMOF,15-08-2024,Kanamoto Co Ltd Ordinary Share,U,Other OTC,76587,75187,1.86,1400,0,999.99
KNNCF,15-08-2024,KH NEOCHEM CO LTD COM STK (Jap,U,Other OTC,63699,61750,3.16,1949,0,999.99
KNNGF,15-08-2024,Kion Group AG Ordinary Shares,U,Other OTC,101223,90271,12.13,10952,2655,38.13
KNNNF,15-08-2024,Kainos Group PLC Ordinary Shar,U,Other OTC,38380,39150,-1.97,-770,0,999.99
KNOIF,15-08-2024,KONOIKE TRANSPORTATION CO LTD,U,Other OTC,18107,10039,80.37,8068,0,999.99
KNRLF,15-08-2024,Kontrol Technologies Corp. Ord,U,Other OTC,875,3074,-71.54,-2199,3992,1.00
KNRRY,15-08-2024,Knorr-Bremse AG American Depos,U,Other OTC,9678,3324,191.16,6354,33818,1.00
KNTNF,15-08-2024,K92 Mining Inc Common Shares (,U,Other OTC,8126519,8186509,-0.73,-59990,216250,37.58
KNTPF,15-08-2024,KINTOR PHARMACEUTICAL LTD Ordi,U,Other OTC,243,10095,-97.59,-9852,909,1.00
KNTTF,15-08-2024,Kintetsu Department Store Co L,U,Other OTC,30626,30026,2.00,600,0,999.99
KNYJF,15-08-2024,Kone Oyj Shares B (Finland),U,Other OTC,348150,537107,-35.18,-188957,55,999.99
KNYJY,15-08-2024,Kone Oyj Unsponsored ADR repre,U,Other OTC,20889,17228,21.25,3661,54363,1.00
KOAN,15-08-2024,RESONATE BLENDS INC Common Sto,U,Other OTC,16558,20584,-19.56,-4026,481902,1.00
KOBNF,15-08-2024,Kobe Bussan Co Ltd Kako Ordina,U,Other OTC,1434131,1536920,-6.69,-102789,0,999.99
KOJAF,15-08-2024,Kojamo PLC Ordinary Shares (Fi,U,Other OTC,590414,603073,-2.10,-12659,0,999.99
KOKSF,15-08-2024,KOKUSAI ELECTRIC CORP COM STK,U,Other OTC,270479,203708,32.78,66771,0,999.99
KOMOF,15-08-2024,KOMO PLT BASED FOODS INC Commo,U,Other OTC,6764,8164,-17.15,-1400,378,17.89
KONMY,15-08-2024,Konami Group Corporation Ameri,U,Other OTC,1291,589,119.19,702,545,2.37
KOOYF,15-08-2024,KOOTENAY SILVER INC COM PAR (C,U,Other OTC,46360,46341,0.04,19,38224,1.21
KORGW,15-08-2024,"KORE Group Holdings, Inc. Warr",U,Other OTC,1296,1296,0.00,0,5798,1.00
KOSCF,15-08-2024,Kose Corp Tokyo Ordinary Share,U,Other OTC,209856,211559,-0.80,-1703,73,999.99
KOTMF,15-08-2024,Koito Manufacturing Co Ltd Ord,U,Other OTC,1047446,1304191,-19.69,-256745,738,999.99
KOTMY,15-08-2024,Koito Manufacturing Unsponsore,U,Other OTC,1277,13851,-90.78,-12574,91850,1.00
KOWLF,15-08-2024,KOMATSU WALL INDUSTRY CO LTD C,U,Other OTC,696,896,-22.32,-200,0,999.99
KOYJF,15-08-2024,Kemira Oyj Ordinary Shares (Fi,U,Other OTC,31220,6569,375.26,24651,146,213.84
KPCCF,15-08-2024,KAPPA-CREATE CO LTD SHS (Japan,U,Other OTC,131605,98105,34.15,33500,0,999.99
KPCPY,15-08-2024,Kasikornbank Public Co Ltd Uns,U,Other OTC,63566,1260,4944.92,62306,19815,3.21
KPCUF,15-08-2024,Kasikornbank Public Co Ltd Uni,U,Other OTC,29100,29100,0.00,0,0,999.99
KPDCF,15-08-2024,Keppel DC Reit Mgmt Pte Ltd Un,U,Other OTC,2204549,3153728,-30.10,-949179,0,999.99
KPELF,15-08-2024,Keppel Corp Ltd Cl A Ordinary,U,Other OTC,3196181,2830971,12.90,365210,3255,981.93
KPELY,15-08-2024,Keppel Corp Ltd Spons ADR,U,Other OTC,12946,32375,-60.01,-19429,10809,1.20
KPGHF,15-08-2024,KELLY PARTNERS GROUP HLDGS LTD,U,Other OTC,1076,20893,-94.85,-19817,1390,1.00
KPIFF,15-08-2024,"Edgewater Wireless Systems, In",U,Other OTC,6932,100,6832.00,6832,16862,1.00
KPLIF,15-08-2024,Keppel Infrastructure Trust NE,U,Other OTC,63832,27723,130.25,36109,0,999.99
KPLUF,15-08-2024,K Plus S AG Ordinary Shares,U,Other OTC,135612,136007,-0.29,-395,1434,94.57
KPLUY,15-08-2024,K plus S AG Sponsored ADR (Ger,U,Other OTC,14,14,0.00,0,12887,1.00
KPRTF,15-08-2024,KEEPER TECHNICAL LAB CO LTD Or,U,Other OTC,268126,270326,-0.81,-2200,0,999.99
KPTCY,15-08-2024,KANSAI PAINT CO LTD  ADR - Uns,U,Other OTC,604,504,19.84,100,214,2.82
KPTSF,15-08-2024,KP Tissue Inc Common Shares (C,U,Other OTC,20184,20584,-1.94,-400,182,110.90
KRANF,15-08-2024,Kraneshares ICAV Exchange Trad,U,Other OTC,31,0,100.00,31,312,1.00
KRBP,15-08-2024,KIROMIC BIOPHARMA INC Common S,U,Other OTC,158,164,-3.66,-6,7339,1.00
KRDXF,15-08-2024,Kardex Holding AG Ordinary Sha,U,Other OTC,545,3365,-83.80,-2820,0,999.99
KREVF,15-08-2024,Keppel REIT Unit REIT  (Singap,U,Other OTC,1551523,85523,1714.16,1466000,3530,439.52
KRFG,15-08-2024,King Resources Inc. Common Sto,U,Other OTC,54538,0,100.00,54538,2029409,1.00
KRIUF,15-08-2024,Keg Royalties Income Fund Unit,U,Other OTC,8981,9081,-1.10,-100,13,690.85
KRKKF,15-08-2024,Kruk SA Wroclaw Ordinary Share,U,Other OTC,1240,1240,0.00,0,0,999.99
KRKNF,15-08-2024,Kraken Robotics Inc. Ordinary,U,Other OTC,366983,340629,7.74,26354,537813,1.00
KRNGF,15-08-2024,KAROON ENERGY LTD SHS (Austral,U,Other OTC,608633,613487,-0.79,-4854,104,999.99
KRNGY,15-08-2024,Karoon Gas Australia Ltd Unspo,U,Other OTC,332,332,0.00,0,152,2.18
KRNMF,15-08-2024,CLARIANE SE Ordinary Shares,U,Other OTC,11248,75823,-85.17,-64575,0,999.99
KRNNF,15-08-2024,Krones Ag Akt. Shares (Germany,U,Other OTC,779,769,1.30,10,0,999.99
KRNTY,15-08-2024,Krones Ag ADR (Germany),U,Other OTC,10,9,11.11,1,0,999.99
KRRYF,15-08-2024,KERRY LOGISTICS NETWORK LTD Or,U,Other OTC,6700,6700,0.00,0,0,999.99
KRSAF,15-08-2024,KROSAKI HARIMA CORP COM STK (J,U,Other OTC,20143,0,100.00,20143,0,999.99
KRYAF,15-08-2024,Kerry Group Plc Ordinary Share,U,Other OTC,81736,195302,-58.15,-113566,533,153.35
KRYAY,15-08-2024,Kerry Group Plc Sponsored ADR,U,Other OTC,20883,10344,101.89,10539,51681,1.00
KRYPF,15-08-2024,Kerry Properties Hk Ordinary S,U,Other OTC,35910,71910,-50.06,-36000,0,999.99
KRYPY,15-08-2024,Kerry Properties Limited Unspo,U,Other OTC,84,52,61.54,32,6,14.00
KRYXF,15-08-2024,KORYX COPPER INC COM NEW (Cana,U,Other OTC,3387,1392,143.32,1995,4846,1.00
KSANF,15-08-2024,Kansai Paint (F) Ordinary Shar,U,Other OTC,1032632,1152495,-10.40,-119863,0,999.99
KSFTF,15-08-2024,Kingsoft Corporation Limited O,U,Other OTC,5200,264167,-98.03,-258967,0,999.99
KSHDF,15-08-2024,"Koshidaka Co Ltd, Maebashi COM",U,Other OTC,21581,9017,139.34,12564,0,999.99
KSHOF,15-08-2024,K S HLDGS CORP Ordinary Shares,U,Other OTC,132818,118465,12.12,14353,0,999.99
KSHTF,15-08-2024,KUSHIKATSU TANAKA HLDGS CO COM,U,Other OTC,29508,18477,59.70,11031,0,999.99
KSHTY,15-08-2024,Kuaishou Technology  American,U,Other OTC,7986,6587,21.24,1399,4208,1.90
KSIOF,15-08-2024,Kneat Com Inc Ordinary Shares,U,Other OTC,38317,29990,27.77,8327,8143,4.71
KSKGF,15-08-2024,Kingsgate Consolidated Nl Ordi,U,Other OTC,923254,699653,31.96,223601,0,999.99
KSOJF,15-08-2024,Kisoji Co Ltd SHS (Japan),U,Other OTC,111152,109352,1.65,1800,0,999.99
KSPHF,15-08-2024,Kissei Pharmaceuticals Co Ltd,U,Other OTC,2829,2510,12.71,319,73,38.75
KSRYY,15-08-2024,Kose Corp American Depositary,U,Other OTC,5670,6519,-13.02,-849,8832,1.00
KSSRF,15-08-2024,Kesselrun Resources Ltd. Ordin,U,Other OTC,232,234,-0.85,-2,20945,1.00
KSTUF,15-08-2024,Kanematsu Corp Ord Ordinary Sh,U,Other OTC,6868,7368,-6.79,-500,434,15.82
KTEL,15-08-2024,"KonaTel, Inc. Common Stock",U,Other OTC,21294,1589,1240.09,19705,17223,1.24
KTERF,15-08-2024,Keio Corp Ordinary Shares Japa,U,Other OTC,249847,254868,-1.97,-5021,636,392.84
KTGDF,15-08-2024,K2 Gold Corp Ordinary Shares (,U,Other OTC,4659,4659,0.00,0,11637,1.00
KTHAF,15-08-2024,Krung Thai Bank Public Company,U,Other OTC,380,380,0.00,0,0,999.99
KTHN,15-08-2024,Katahdin Bankshares Corporatio,U,Other OTC,255,911,-72.01,-656,371,1.00
KTHUF,15-08-2024,KATHMANDU HOLDINGS LTD SHS (Ne,U,Other OTC,3,0,100.00,3,0,999.99
KTITF,15-08-2024,Katitas Co Ltd Ordinary Shares,U,Other OTC,374111,381152,-1.85,-7041,0,999.99
KTRIF,15-08-2024,KOOTENAY RES INC COM (Canada),U,Other OTC,1994,4819,-58.62,-2825,3773,1.00
KTSUF,15-08-2024,KOATSU GAS KOGYO CO LTD SHS (J,U,Other OTC,2531,300,743.67,2231,0,999.99
KTWIF,15-08-2024,Kurita Water Inds Ltd Ordinary,U,Other OTC,418736,422704,-0.94,-3968,166,999.99
KTWIY,15-08-2024,Kurita Wtr Inds Ltd Unsponsore,U,Other OTC,931,255,265.10,676,1821,1.00
KTYCF,15-08-2024,KITS EYECARE LTD Common Stock,U,Other OTC,7416,7848,-5.50,-432,1156,6.42
KUASF,15-08-2024,KUAISHOU TECHNOLOGY Ordinary S,U,Other OTC,23015386,26684994,-13.75,-3669608,3456,999.99
KUBTF,15-08-2024,Kubota Corp Ordinary Shares,U,Other OTC,4529950,4136569,9.51,393381,8353,542.31
KUBTY,15-08-2024,Kubota Corporation,U,Other OTC,3973,11218,-64.58,-7245,88927,1.00
KUCPF,15-08-2024,KURA CORP LTD SAKAI Ordinary S,U,Other OTC,315237,307737,2.44,7500,0,999.99
KUKYF,15-08-2024,Kokuyo Co LTD Ordinary Shares,U,Other OTC,182240,206740,-11.85,-24500,0,999.99
KUMBF,15-08-2024,Kumba Iron Ore Ltd Ordinary Sh,U,Other OTC,191051,101138,88.90,89913,0,999.99
KUNUF,15-08-2024,Kunlun Energy Company Ltd Ordi,U,Other OTC,2994163,5438163,-44.94,-2444000,0,999.99
KURCF,15-08-2024,KUREHA CORP SHS NEW (Japan),U,Other OTC,38025,10425,264.75,27600,0,999.99
KURRF,15-08-2024,Kuraray Co Ordinary Shares,U,Other OTC,126516,100516,25.87,26000,1,999.99
KURRY,15-08-2024,Kuraray Co Unsponsored ADR (Ja,U,Other OTC,204,379,-46.17,-175,1544,1.00
KUYAF,15-08-2024,Kuya Silver Corp New Ordinary,U,Other OTC,58172,47049,23.64,11123,167100,1.00
KVGOF,15-08-2024,KAVANGO RESOURCES PLC Ord GBP0,U,Other OTC,707,0,100.00,707,129,5.48
KVLQF,15-08-2024,ValOre Metals Corp Common Shar,U,Other OTC,8450,5824,45.09,2626,15473,1.00
KWGPF,15-08-2024,KWG GROUP HLDGS LTD Ordinary S,U,Other OTC,3333228,3376228,-1.27,-43000,0,999.99
KWHIF,15-08-2024,Kawasaki Heavy Industries Ltd,U,Other OTC,797891,574159,38.97,223732,157,999.99
KWHIY,15-08-2024,Kawasaki Heavy Industries Ltd,U,Other OTC,1729,875,97.60,854,22479,1.00
KWIK,15-08-2024,"KwikClick, Inc. Common Stock",U,Other OTC,900,900,0.00,0,7855,1.00
KWIPF,15-08-2024,Kiwi Property Group Ltd. Ordin,U,Other OTC,161747,254798,-36.52,-93051,0,999.99
KWLDF,15-08-2024,Kowloon Development Co Ltd Ord,U,Other OTC,335,0,100.00,335,0,999.99
KWLGF,15-08-2024,KWG LIVING GROUP HLDGS LTD HKD,U,Other OTC,3190000,3190000,0.00,0,0,999.99
KWPCF,15-08-2024,KEWPIE CORP SHS (Japan),U,Other OTC,14167,20267,-30.10,-6100,42,337.31
KWTEF,15-08-2024,KIWETINOHK ENERGY CORP Common,U,Other OTC,685,2130,-67.84,-1445,373,1.84
KXSCF,15-08-2024,"Kinaxis, Inc Ordinary Shares (",U,Other OTC,228396,155442,46.93,72954,6370,35.85
KYBIF,15-08-2024,KAYABA INDUSTRY CO LTD TOKYO C,U,Other OTC,49644,41944,18.36,7700,0,999.99
KYCCF,15-08-2024,Keyence Corp Ordinary Shares,U,Other OTC,136353,137732,-1.00,-1379,10208,13.36
KYDKF,15-08-2024,Kyudenko Corp Ordinary Shares,U,Other OTC,155180,26085,494.90,129095,0,999.99
KYFGF,15-08-2024,KYOTO FINL GROUP INC Common St,U,Other OTC,1157518,1025883,12.83,131635,0,999.99
KYHHY,15-08-2024,Kyushu Ry Co Unsponsored ADR (,U,Other OTC,1,0,100.00,1,0,999.99
KYKOF,15-08-2024,Kyowa Hakko Kogyo Ordinary Sha,U,Other OTC,292190,295838,-1.23,-3648,203,999.99
KYMCF,15-08-2024,Kyoritsu Maintenance Co Ltd. O,U,Other OTC,1373036,950311,44.48,422725,3600,381.40
KYNC,15-08-2024,"KYN Capital Group, Inc. Common",U,Other OTC,31000,0,100.00,31000,50012283,1.00
KYOCF,15-08-2024,KYOCERA CORP SHS (Japan),U,Other OTC,2146035,2942186,-27.06,-796151,3338,642.91
KYOCY,15-08-2024,Kyocera Corp American Deposita,U,Other OTC,47939,19269,148.79,28670,240871,1.00
KYOIF,15-08-2024,"KYOEI STEEL LTD, OSAKA SHS (Ja",U,Other OTC,33206,10054,230.28,23152,0,999.99
KYRNF,15-08-2024,KYORIN HOLDINGS INC SHS (Japan,U,Other OTC,12542,33919,-63.02,-21377,0,999.99
KYSEF,15-08-2024,Kyushu Electric Power Co Inc O,U,Other OTC,478005,775159,-38.33,-297154,0,999.99
KYUNF,15-08-2024,"Kyushu Financial Group, Inc. O",U,Other OTC,1283836,1464439,-12.33,-180603,0,999.99
KYWAF,15-08-2024,Exeo Group Inc Ordinary Shares,U,Other OTC,62190,101090,-38.48,-38900,0,999.99
KYYHF,15-08-2024,Kyushu Ry Co Ordinary Shares (,U,Other OTC,221700,102316,116.68,119384,0,999.99
KYYWF,15-08-2024,Keywords Studios PLC Ordinary,U,Other OTC,9885,10725,-7.83,-840,1156,8.55
LAAOF,15-08-2024,Li Auto Inc Class A Ordinary S,U,Other OTC,394800,1337700,-70.49,-942900,0,999.99
LABFF,15-08-2024,LABORATORIOS FARMACEUTICOS ROV,U,Other OTC,2619,2635,-0.61,-16,0,999.99
LADX,15-08-2024,LadRx Corporation  Common Stoc,U,Other OTC,180,180,0.00,0,1253,1.00
LAREF,15-08-2024,LAR Espana Real Estate S A Ord,U,Other OTC,23421,23422,0.00,-1,0,999.99
LAWIL,15-08-2024,LIGHT & WONDER INC CHESS DEP I,U,Other OTC,18474,78663,-76.52,-60189,0,999.99
LBCMF,15-08-2024,LIBERO COPPER & GOLD CORP COM,U,Other OTC,1811,14365,-87.39,-12554,84519,1.00
LBGUF,15-08-2024,Lundbergfoeretagen AB Shs B Or,U,Other OTC,106717,96901,10.13,9816,720,148.22
LBLCF,15-08-2024,Loblaw Companies Ltd Cda Ordin,U,Other OTC,1113851,815490,36.59,298361,489,999.99
LBLPF,15-08-2024,LOBLAW COS LTD 2ND PFD SER B P,U,Other OTC,1,0,100.00,1,0,999.99
LBNKF,15-08-2024,LITHIUMBANK RES CORP COM (Cana,U,Other OTC,261,0,100.00,261,5494,1.00
LBPWQ,15-08-2024,4D PHARMA PLC Warrant   03/22/,U,Other OTC,3579,3579,0.00,0,0,999.99
LBRDB,15-08-2024,Liberty Broadband Corporation,U,Other OTC,1,1,0.00,0,70,1.00
LBRMF,15-08-2024,Labrador Iron Mines Holdings L,U,Other OTC,797,797,0.00,0,1160,1.00
LBSR,15-08-2024,Liberty Star Uranium & Metals,U,Other OTC,2275,0,100.00,2275,79621,1.00
LBTI,15-08-2024,LITHIUM & BORON TECHNOLOGY INC,U,Other OTC,70,70,0.00,0,9,7.78
LBTSF,15-08-2024,Almirall SA Ordinary shares (S,U,Other OTC,104155,84155,23.77,20000,0,999.99
LCCTF,15-08-2024,"L'Occitane, Luxembourg Ordinar",U,Other OTC,19,114044,-99.98,-114025,0,999.99
LCDX,15-08-2024,CALIBER IMAGING & DIAGNOSTICS,U,Other OTC,2983,2983,0.00,0,67,44.52
LCGMF,15-08-2024,LION COPPER & GOLD CORP Ordina,U,Other OTC,762994,0,100.00,762994,1225998,1.00
LCHTF,15-08-2024,LIvechat Software SA Ordinary,U,Other OTC,70,3000,-97.67,-2930,37,1.89
LCMRF,15-08-2024,La Comer SAB De CV Ordinary Sh,U,Other OTC,640774,612156,4.67,28618,1545,414.74
LCOMF,15-08-2024,Lifestyle Cmmtys Ltd Ordinary,U,Other OTC,697763,688702,1.32,9061,0,999.99
LCSHF,15-08-2024,Lancashire Holdings Limited Or,U,Other OTC,257173,5136,4907.26,252037,2743,93.76
LCTC,15-08-2024,"Lifeloc Technologies, Inc. Com",U,Other OTC,2,0,100.00,2,403,1.00
LCYFF,15-08-2024,Legal & Gen Ucits ETF Plc L&G,U,Other OTC,16381,23400,-30.00,-7019,72,227.51
LDDFF,15-08-2024,LIBERTY DEFENSE HOLDINGS LTD C,U,Other OTC,29724,52668,-43.56,-22944,225638,1.00
LDHOF,15-08-2024,"Land and House Public Co., Ltd",U,Other OTC,9375500,9375500,0.00,0,0,999.99
LDNXF,15-08-2024,London Stock Exchange Group pl,U,Other OTC,250098,245286,1.96,4812,3902,64.09
LDSCY,15-08-2024,Land Securities Group Plc Amer,U,Other OTC,777,15631,-95.03,-14854,23319,1.00
LDSN,15-08-2024,Luduson G Inc. Common Stock,U,Other OTC,15045,267,5534.83,14778,52846,1.00
LDSVF,15-08-2024,Lindt & Sprungli Ag Part Cert,U,Other OTC,9686,9113,6.29,573,3,999.99
LEAI,15-08-2024,"Legacy Education Alliance, Inc",U,Other OTC,2455,2455,0.00,0,0,999.99
LEAT,15-08-2024,Leatt Corp Common Stock,U,Other OTC,627,210,198.57,417,9169,1.00
