issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
BCHHF,15-08-2024,Bucher Holding Ag Niederwening,U,Other OTC,7862,7428,5.84,434,0,999.99
BCHMF,15-08-2024,"Bachem Holding, Ltd. Common Sh",U,Other OTC,286651,296682,-3.38,-10031,153,999.99
BCHPY,15-08-2024,Brainchip Holdings Limited Ame,U,Other OTC,29138,2435,1096.63,26703,11579,2.52
BCII,15-08-2024,BCII Enterprises Inc. Common S,U,Other OTC,3037,0,100.00,3037,63873,1.00
BCINF,15-08-2024,Bando Chemical Industries Ltd,U,Other OTC,2574,1674,53.76,900,0,999.99
BCKIF,15-08-2024,Babcock International Group pl,U,Other OTC,1048,6237,-83.20,-5189,3723,1.00
BCKIY,15-08-2024,Babcock International Group pl,U,Other OTC,1505,1447,4.01,58,200,7.53
BCLYF,15-08-2024,Barclays Plc Ord Ordinary Shar,U,Other OTC,2462764,2302693,6.95,160071,145619,16.91
BCMXY,15-08-2024,Bank of Communications Co Ltd,U,Other OTC,252,257,-1.95,-5,261,1.00
BCNAF,15-08-2024,BARCO NV Ordinary Shares,U,Other OTC,859,23803,-96.39,-22944,0,999.99
BCNAY,15-08-2024,Barco NV Unsponsored ADR repre,U,Other OTC,1,0,100.00,1,0,999.99
BCNWF,15-08-2024,BITCOIN WELL INC COM (Canada),U,Other OTC,60,2700,-97.78,-2640,32722,1.00
BCOMF,15-08-2024,B Communications Ltd Ordinary,U,Other OTC,34,34,0.00,0,0,999.99
BCSO,15-08-2024,Bancorp Southern Indiana Commo,U,Other OTC,15,0,100.00,15,3,5.00
BCTCF,15-08-2024,BC TECHNOLOGY GROUP LTD HKD OR,U,Other OTC,2609744,2612796,-0.12,-3052,45,999.99
BCTF,15-08-2024,BANCORP 34 INC Common Stock,U,Other OTC,102,77,32.47,25,9206,1.00
BCUCF,15-08-2024,Brunello Cucinelli S P A Ordin,U,Other OTC,256307,291340,-12.02,-35033,25,999.99
BCUCY,15-08-2024,Brunello Cucinelli S P A Unspo,U,Other OTC,221,830,-73.37,-609,2551,1.00
BCUFF,15-08-2024,Bell Copper Corporation Ordina,U,Other OTC,13801,24551,-43.79,-10750,27043,1.00
BCVVF,15-08-2024,Boc Aviation Ltd Ordinary Shar,U,Other OTC,175442,131627,33.29,43815,846,207.38
BCYIF,15-08-2024,Ishares Plc Ordinary Shares FT,U,Other OTC,19004933,18785998,1.17,218935,2815,999.99
BDCM,15-08-2024,"Broadcast Marketing Group, Inc",U,Other OTC,3700,3700,0.00,0,5777,1.00
BDCO,15-08-2024,Blue Dolphin Energy Company Co,U,Other OTC,6289,5312,18.39,977,6714,1.00
BDDDY,15-08-2024,BID Corp Ltd Sponsored ADR (S.,U,Other OTC,95,94,1.06,1,8,11.88
BDDXF,15-08-2024,DB Base Metals Double Long Exc,U,Other OTC,55,55,0.00,0,0,999.99
BDGSF,15-08-2024,Bank of Ga Group Plc Ordinary,U,Other OTC,4001,299,1238.13,3702,1383,2.89
BDIMF,15-08-2024,Black Diamond Group Ltd Ordina,U,Other OTC,152370,116691,30.58,35679,3428,44.45
BDMMF,15-08-2024,BURGUNDY DIAMOND MINES LTD Ord,U,Other OTC,29600,0,100.00,29600,5382,5.50
BDMXF,15-08-2024,Budimex SA Ordinary Shares (Po,U,Other OTC,513,513,0.00,0,0,999.99
BDNNY,15-08-2024,Boliden AB Unsponsored ADR (Sw,U,Other OTC,4524,408,1008.82,4116,34667,1.00
BDORY,15-08-2024,Banco Do Brasil SA Sponsored A,U,Other OTC,37947,76391,-50.33,-38444,578288,1.00
BDOUF,15-08-2024,BDO Unibank Inc Ordinary Share,U,Other OTC,138313,142181,-2.72,-3868,72727,1.90
BDOUY,15-08-2024,BDO Unibank Inc Sponsored ADR,U,Other OTC,3443,8380,-58.91,-4937,56822,1.00
BDPT,15-08-2024,"Bioadaptives, Inc. Common",U,Other OTC,10988,218749,-94.98,-207761,26299942,1.00
BDRAF,15-08-2024,BOMBARDIER INC Common Shares,U,Other OTC,242,417,-41.97,-175,546,1.00
BDRBF,15-08-2024,BOMBARDIER INC Common Shares,U,Other OTC,898512,870522,3.22,27990,65830,13.65
BDRFF,15-08-2024,Beiersdorf A G Ordinary Shares,U,Other OTC,114840,126562,-9.26,-11722,177,648.81
BDRFY,15-08-2024,Beiersdorf A G Unsponsored ADR,U,Other OTC,746,1526,-51.11,-780,47977,1.00
BDRL,15-08-2024,BLONDER TONGUE LABORATORIES IN,U,Other OTC,510,166,207.23,344,15807,1.00
BDVB,15-08-2024,"Bagger Dave's Burger Tavern, I",U,Other OTC,47674,47674,0.00,0,62341,1.00
BDVC,15-08-2024,Business Development Corporati,U,Other OTC,935,935,0.00,0,0,999.99
BDVSF,15-08-2024,Bidvest Group Ltd Ordinary Sha,U,Other OTC,287625,317116,-9.30,-29491,399,720.86
BDVSY,15-08-2024,Bidvest Group Ltd Sponsored AD,U,Other OTC,1122,3220,-65.16,-2098,6891,1.00
BDWBF,15-08-2024,BUDWEISER BREWING CO APAC LTD,U,Other OTC,53270431,40593497,31.23,12676934,364,999.99
BDWBY,15-08-2024,Budweiser Brewing Company APAC,U,Other OTC,39738,4175,851.81,35563,47972,1.00
BEBE,15-08-2024,BEBE STORES INC Common Stock,U,Other OTC,657,251,161.75,406,17206,1.00
BECVY,15-08-2024,BEC World Public Co Ltd Americ,U,Other OTC,8,8,0.00,0,0,999.99
BEGI,15-08-2024,"BlackStar Enterprise Group, In",U,Other OTC,324854,24,1353458.33,324830,8690423,1.00
BEIGF,15-08-2024,BEIGENE LTD SHS (Cayman Island,U,Other OTC,487146,636645,-23.48,-149499,0,999.99
BEIJF,15-08-2024,Beijing North Star Co Ltd H Or,U,Other OTC,373,0,100.00,373,91,4.10
BEKAY,15-08-2024,Bekaert SA Unsponsored ADR (Be,U,Other OTC,100,100,0.00,0,0,999.99
BEKSF,15-08-2024,NV Bekaert SA Ordinary Shares,U,Other OTC,4997,4770,4.76,227,873,5.72
BELGF,15-08-2024,"Bellevue Gold, Ltd Ordinary Sh",U,Other OTC,5796826,2315654,150.33,3481172,3718,999.99
BEOLF,15-08-2024,BEYOND OIL LTD COM (Canada),U,Other OTC,928,10900,-91.49,-9972,13536,1.00
BEPTF,15-08-2024,Beach Petroleum Ltd Ordinary S,U,Other OTC,601186,1481681,-59.43,-880495,747,804.80
BESIY,15-08-2024,BE Semiconductor Industries NV,U,Other OTC,5891,382,1442.15,5509,10370,1.00
BESVF,15-08-2024,BE Semiconductor Industries NV,U,Other OTC,565202,471734,19.81,93468,433,999.99
BETRF,15-08-2024,BETTERLIFE PHARMA INC Common S,U,Other OTC,1305,5715,-77.17,-4410,16298,1.00
BETSF,15-08-2024,BIT BRO LTD Ordinary Shares,U,Other OTC,8959,8959,0.00,0,45883,1.00
BEVFF,15-08-2024,Diversified Royalty Corp.  Ord,U,Other OTC,584224,581759,0.42,2465,10481,55.74
BEVVF,15-08-2024,BEE VECTORING TECHNOLOGIES INT,U,Other OTC,3649,10549,-65.41,-6900,332494,1.00
BEWFF,15-08-2024,BeWhere Hldgs Inc. Ordinary Sh,U,Other OTC,26404,11805,123.67,14599,48645,1.00
BFAAF,15-08-2024,BUFAB HLDG AB Ordinary Shares,U,Other OTC,29792,33023,-9.78,-3231,0,999.99
BFCC,15-08-2024,BankFirst Capital Corp Common,U,Other OTC,99,210,-52.86,-111,3925,1.00
BFFAF,15-08-2024,BASF SE Ordinary Shares (Germa,U,Other OTC,1288553,1976508,-34.81,-687955,2531,509.11
BFGFF,15-08-2024,Giant Mining Corp. Common Shar,U,Other OTC,9113,7225,26.13,1888,5037,1.81
BFLBF,15-08-2024,Bilfinger Berger SE. Ordinary,U,Other OTC,85248,94180,-9.48,-8932,80,999.99
BFSAF,15-08-2024,BEFESA S A SHS ORD REG (Luxemb,U,Other OTC,19272,16279,18.39,2993,7,999.99
BFXXQ,15-08-2024,"BowFlex, Inc. Common Stock",U,Other OTC,70841,71238,-0.56,-397,20092,3.53
BFYW,15-08-2024,"Better For You Wellness, Inc.",U,Other OTC,20776,20756,0.10,20,255511,1.00
BGAOF,15-08-2024,Proximus SA DE Droit PUB Ordin,U,Other OTC,708148,585763,20.89,122385,3686,192.12
BGAOY,15-08-2024,Proximus Group American Deposi,U,Other OTC,25436,3256,681.20,22180,16236,1.57
BGAVF,15-08-2024,Bravada Gold Corp. New Ordinar,U,Other OTC,5711,0,100.00,5711,54069,1.00
BGJTF,15-08-2024,Baillie Gifford Japan Trust pl,U,Other OTC,1838,0,100.00,1838,0,999.99
BGKKF,15-08-2024,Bangkok Bank Public Co Ltd Ban,U,Other OTC,6300,6300,0.00,0,0,999.99
BGLAF,15-08-2024,BIOGAIA AG PUBL SHARE AK B (Sw,U,Other OTC,112,9173,-98.78,-9061,0,999.99
BGMD,15-08-2024,"BG Medicine, Inc. Common Stock",U,Other OTC,21,21,0.00,0,0,999.99
BGNMF,15-08-2024,BANCA GENERALI SPA AZIONI ORDI,U,Other OTC,242068,192843,25.53,49225,303,798.90
BGOUF,15-08-2024,Bang & Olufsen B Ord Ordinary,U,Other OTC,301,301,0.00,0,0,999.99
BGSHF,15-08-2024,Baille Gifford Shin Nippon Plc,U,Other OTC,633,0,100.00,633,0,999.99
BHAGF,15-08-2024,Bossard Holding AG ZUG Namen A,U,Other OTC,12240,12172,0.56,68,0,999.99
BHDB,15-08-2024,Bank of Labor Bancshares Inc C,U,Other OTC,45,45,0.00,0,0,999.99
BHHOF,15-08-2024,Boohoo Com PLC Ordinary Shares,U,Other OTC,461712,552027,-16.36,-90315,0,999.99
BHILW,15-08-2024,BENSON HILL INC WT EXP 09/29/2,U,Other OTC,343,343,0.00,0,23133,1.00
BHKLY,15-08-2024,BOC Hong Kong (Holdings) Limit,U,Other OTC,4052,247,1540.49,3805,25220,1.00
BHLIF,15-08-2024,BRADDA HEAD LITHIUM LTD Ordina,U,Other OTC,10500,500,2000.00,10000,1818,5.78
BHLL,15-08-2024,Bunker Hill Mining Corp. Commo,U,Other OTC,19669,7295,169.62,12374,243012,1.00
BHMDF,15-08-2024,BH MACRO LTD ORD NPV USD Ordin,U,Other OTC,500,0,100.00,500,806,1.00
BHOOY,15-08-2024,Boohoo Group Plc American Depo,U,Other OTC,83,14,492.86,69,40,2.08
BHPA,15-08-2024,"BHPA, Inc. Common Stock",U,Other OTC,36,0,100.00,36,92823,1.00
BHPLF,15-08-2024,BHP Billiton Ltd. Ordinary Sha,U,Other OTC,13813530,13320957,3.70,492573,293200,47.11
BHSIF,15-08-2024,"Bayhorse Silver, Inc. Ordinary",U,Other OTC,32125,100,32025.00,32025,236441,1.00
BHTLF,15-08-2024,Bechtle Ag Gaildorf Ordinary S,U,Other OTC,78577,81358,-3.42,-2781,0,999.99
BHTPF,15-08-2024,BELLEVUE HEALTHCARE TR PLC Ord,U,Other OTC,4237,0,100.00,4237,0,999.99
BICEF,15-08-2024,Bic Ste Ord Ordinary Shares,U,Other OTC,141676,141899,-0.16,-223,30,999.99
BICEY,15-08-2024,BIC SA Unsponsored ADR (France,U,Other OTC,4246,225,1787.11,4021,4313,1.00
BICMF,15-08-2024,Bic Camera Inc Tokyo COM STK (,U,Other OTC,804437,829037,-2.97,-24600,0,999.99
BICTF,15-08-2024,Biocure Technology Inc Common,U,Other OTC,937,937,0.00,0,0,999.99
BICX,15-08-2024,BioCorRx Inc. Common Stock,U,Other OTC,586,0,100.00,586,4997,1.00
BIDCF,15-08-2024,Blockchaink2 Corp Ordinary Sha,U,Other OTC,400,400,0.00,0,127,3.15
BIEL,15-08-2024,BioElectronics Corporation Com,U,Other OTC,4,0,100.00,4,21569447,1.00
BIIO,15-08-2024,Bionovate Technologies Corp. C,U,Other OTC,51,51,0.00,0,11,4.64
BILAF,15-08-2024,BILIA AB SHARE AK A (Sweden),U,Other OTC,150523,152492,-1.29,-1969,0,999.99
BIOCQ,15-08-2024,BIOCEPT INC Common Stock,U,Other OTC,122783,122783,0.00,0,21,999.99
BIOF,15-08-2024,"Blue Biofuels, Inc. Common Sto",U,Other OTC,40328,49394,-18.35,-9066,212240,1.00
BIOGF,15-08-2024,BIOCARTIS GROUP NV Ordinary Sh,U,Other OTC,650777,650777,0.00,0,0,999.99
BIOIF,15-08-2024,"Biome Grow, Inc.  Ordinary Sha",U,Other OTC,11347,11370,-0.20,-23,794,14.29
BIOL,15-08-2024,BIOLASE INC Common Stock,U,Other OTC,14545,73568,-80.23,-59023,407797,1.00
BIOVF,15-08-2024,Swedish Orphan Biovitrum AB Or,U,Other OTC,1224396,1276942,-4.11,-52546,399,999.99
BIOYF,15-08-2024,BIOSYENT INC COM (Canada),U,Other OTC,1131,1067,6.00,64,2811,1.00
BIRDF,15-08-2024,Bird Construction Inc. Common,U,Other OTC,197877,154514,28.06,43363,10555,18.75
BIREF,15-08-2024,Birchcliff Energy Ltd. New Ord,U,Other OTC,13481622,12728123,5.92,753499,119000,113.29
BIRNF,15-08-2024,BC Iron Limited Ordinary share,U,Other OTC,145,145,0.00,0,91,1.59
BITGF,15-08-2024,Biotage AB Ordinary Shares A (,U,Other OTC,17603,21275,-17.26,-3672,164,107.34
BITTF,15-08-2024,Bitterroot Resources Ltd Commo,U,Other OTC,13399,13399,0.00,0,12508,1.07
BITW,15-08-2024,Bitwise 10 Crypto Index Fund U,U,Other OTC,8449,1,844800.00,8448,178725,1.00
BJCHF,15-08-2024,Beijing Capital International,U,Other OTC,12026000,12236000,-1.72,-210000,909,999.99
BJCHY,15-08-2024,Beijing Capital International,U,Other OTC,12755,12054,5.82,701,1970,6.47
BJINF,15-08-2024,Beijing Enterprises Holdings L,U,Other OTC,5432148,4809746,12.94,622402,53,999.99
BJJCF,15-08-2024,BEIJING JINGNENG CLEAN ENERGY,U,Other OTC,1452000,1452000,0.00,0,0,999.99
BJTRF,15-08-2024,Beijing Tong Ren Tang Chinese,U,Other OTC,2288100,2423100,-5.57,-135000,0,999.99
BJWTF,15-08-2024,Beijing Enterprises Water Grou,U,Other OTC,55984256,61552256,-9.05,-5568000,0,999.99
BJWTY,15-08-2024,Beijing Enterprises Water Grou,U,Other OTC,108,108,0.00,0,0,999.99
BKAHF,15-08-2024,Bank Of Ayudhya Public Co Ltd,U,Other OTC,1,1,0.00,0,0,999.99
BKAYY,15-08-2024,Bank Of Ayudhya Pub Limited Co,U,Other OTC,80,80,0.00,0,0,999.99
BKCYF,15-08-2024,Bank Cyprus Hldgs Pub Ltd Co O,U,Other OTC,431,2,21450.00,429,128,3.37
BKEAF,15-08-2024,Bank East Asia Ltd Reg Ordinar,U,Other OTC,3033788,3525788,-13.95,-492000,16,999.99
BKEAY,15-08-2024,Bank East Asia Ltd Sponsored A,U,Other OTC,11676,9400,24.21,2276,5591,2.09
BKFCF,15-08-2024,Bank of Communications Co Ltd,U,Other OTC,20584716,20249248,1.66,335468,0,999.99
BKFDF,15-08-2024,BROOKFIELD CORP PREF SHS CL A,U,Other OTC,309,0,100.00,309,0,999.99
BKFKF,15-08-2024,BAKKAFROST PF Ordinary Shares,U,Other OTC,60349,52019,16.01,8330,236,255.72
BKFKY,15-08-2024,Bakkafrost P/F American Deposi,U,Other OTC,100,0,100.00,100,3929,1.00
BKFL,15-08-2024,BANKFLORIDA BANCORP INC Common,U,Other OTC,14,14,0.00,0,50,1.00
BKGFF,15-08-2024,Berkeley Group Holdings Plc Or,U,Other OTC,64901,141587,-54.16,-76686,0,999.99
BKGFY,15-08-2024,Berkeley Group Holdings Plc Un,U,Other OTC,236152,353156,-33.13,-117004,206310,1.14
BKHPF,15-08-2024,Bank Hapoalim BM Ordinary Shar,U,Other OTC,105973,108042,-1.91,-2069,35,999.99
BKHYY,15-08-2024,Bank Hapoalim BM Sponsored ADR,U,Other OTC,59,43,37.21,16,68,1.00
BKIMF,15-08-2024,Bankinter SA Madrid Registered,U,Other OTC,43602,44726,-2.51,-1124,21,999.99
BKIRF,15-08-2024,Black Iron Inc Com (Canada),U,Other OTC,18700,21700,-13.82,-3000,48909,1.00
BKISF,15-08-2024,ISHARES IV PLC Ishares US Mort,U,Other OTC,52373,2373,2107.04,50000,16153,3.24
BKKLY,15-08-2024,Bangkok Bank  Public Co Ltd Un,U,Other OTC,3514,1253,180.45,2261,6711,1.00
BKKVF,15-08-2024,Bakkavor Group Plc Common Stoc,U,Other OTC,7,7,0.00,0,0,999.99
BKKXF,15-08-2024,Bangkok Expwy & Metro Pub Co L,U,Other OTC,26447800,26447800,0.00,0,0,999.99
BKLRF,15-08-2024,Berkeley Energy Ltd Ordinary S,U,Other OTC,978466,793558,23.30,184908,2,999.99
BKOFF,15-08-2024,BROOKFIELD OFFICE PPTYS INC PR,U,Other OTC,925,1567,-40.97,-642,0,999.99
BKPKF,15-08-2024,Bank Polska Kasa Opieki SA Ord,U,Other OTC,127743,22109,477.79,105634,1,999.99
BKQNF,15-08-2024,Bank of Queensland Ltd Ordinar,U,Other OTC,3247463,3258782,-0.35,-11319,1152,999.99
BKQNY,15-08-2024,Bank of Queensland Ltd America,U,Other OTC,42,36,16.67,6,25,1.68
BKRHF,15-08-2024,BUNKA SHUTTER CO LTD SHS (Japa,U,Other OTC,12920,2420,433.88,10500,0,999.99
BKRIF,15-08-2024,Bank Ireland Group PLC Ordinar,U,Other OTC,880187,961398,-8.45,-81211,15285,57.59
BKRIY,15-08-2024,Bank Ireland Group PLC America,U,Other OTC,2834,21018,-86.52,-18184,70496,1.00
BKRKY,15-08-2024,Bank Rakyat Indonesia Unsponso,U,Other OTC,11379,66406,-82.86,-55027,126043,1.00
BKRRF,15-08-2024,Blackrock Silver Corp Ordinary,U,Other OTC,188038,192521,-2.33,-4483,471743,1.00
BKSC,15-08-2024,BANK SOUTH CAROLINA CORP Commo,U,Other OTC,3187,3404,-6.37,-217,5311,1.00
BKSTF,15-08-2024,BLACKROCK SMALLER COMPANIES TR,U,Other OTC,561,668,-16.02,-107,0,999.99
BKUCF,15-08-2024,Blue Sky Uranium Corp Common S,U,Other OTC,55183,100,55083.00,55083,309480,1.00
BKWAF,15-08-2024,"BKW AG, BERN NAMEN - AKT (Swit",U,Other OTC,22481,17947,25.26,4534,0,999.99
BKZHF,15-08-2024,SANTANDER BANK POLSKA SA Ordin,U,Other OTC,3949,3949,0.00,0,0,999.99
BKZHY,15-08-2024,Santander Bk Polska SA America,U,Other OTC,1,0,100.00,1,0,999.99
BLBLF,15-08-2024,BILIBILI INC Ordinary Shares,U,Other OTC,4555459,2133601,113.51,2421858,27,999.99
BLDV,15-08-2024,"Blue Diamond Ventures, Inc. Co",U,Other OTC,1000,0,100.00,1000,2946511,1.00
BLEG,15-08-2024,BRANDED LEGACY INC Common Stoc,U,Other OTC,39960,0,100.00,39960,8252372,1.00
BLFBY,15-08-2024,Balfour Beatty Plc American De,U,Other OTC,407,2055,-80.19,-1648,6470,1.00
BLGO,15-08-2024,"BioLargo, Inc. Common Stock",U,Other OTC,3183,13640,-76.66,-10457,363380,1.00
BLHEF,15-08-2024,Baloise Holding AG Ordinary Sh,U,Other OTC,181901,165839,9.69,16062,8,999.99
BLHEY,15-08-2024,Baloise Holding AG Unsponsored,U,Other OTC,3,2,50.00,1,4,1.00
BLHWF,15-08-2024,Belimo Holding Ag Wetzikon Com,U,Other OTC,32494,32654,-0.49,-160,3,999.99
BLIAQ,15-08-2024,BB Liquidating Inc. Common Sto,U,Other OTC,3731,3731,0.00,0,64883,1.00
BLIDF,15-08-2024,BOLIDEN AB NEW SHARE AK (Swede,U,Other OTC,613260,423110,44.94,190150,0,999.99
BLIS,15-08-2024,Beliss Corporation Common Stoc,U,Other OTC,8436,0,100.00,8436,778432,1.00
BLJZY,15-08-2024,Berli Jucker Pub Co Ltd Unspon,U,Other OTC,100,100,0.00,0,0,999.99
BLKLF,15-08-2024,Blackline Safety Corp Ordinary,U,Other OTC,20439,26073,-21.61,-5634,953,21.45
BLKWF,15-08-2024,BLACKWELL INTELLIGENCE INC COM,U,Other OTC,1,1,0.00,0,0,999.99
BLKXF,15-08-2024,ISHARES IV PLC MSCI USA ESG SC,U,Other OTC,1850,1682,9.99,168,7455,1.00
BLLB,15-08-2024,"Bell Buckle Holdings, Inc. Com",U,Other OTC,125000,0,100.00,125000,8485772,1.00
BLMC,15-08-2024,Biloxi Marsh Lands Corp Common,U,Other OTC,520,520,0.00,0,0,999.99
BLMH,15-08-2024,"Blum Holdings, Inc. Common Sto",U,Other OTC,1595,970,64.43,625,4889,1.00
BLMIF,15-08-2024,Bank Leumi Le Israel Ordinary,U,Other OTC,103321,1184799,-91.28,-1081478,5,999.99
BLOZF,15-08-2024,Cannabix Technologies Inc. Ord,U,Other OTC,65,25245,-99.74,-25180,143667,1.00
BLPEF,15-08-2024,BMO LADDERED PFD SH INDEX ETF,U,Other OTC,39000,39000,0.00,0,0,999.99
BLPH,15-08-2024,"Bellerophon Therapeutics, Inc.",U,Other OTC,2979,2979,0.00,0,3525,1.00
BLRDF,15-08-2024,Billerud AB Shs (Sweden),U,Other OTC,50920,411358,-87.62,-360438,182,279.78
BLRDY,15-08-2024,Billerud AB American Depositar,U,Other OTC,50,50,0.00,0,0,999.99
BLSFF,15-08-2024,Bluescope Steel Ltd Ordinary S,U,Other OTC,370676,364978,1.56,5698,344,999.99
BLSFY,15-08-2024,Bluescope Steel Ltd Unsponsore,U,Other OTC,459,130,253.08,329,746,1.00
BLSIF,15-08-2024,BRITANNIA LIFE SCIENCES INC CO,U,Other OTC,170,170,0.00,0,0,999.99
BLSP,15-08-2024,Blue Sphere Corp. Common Stock,U,Other OTC,108526,343527,-68.41,-235001,1535543,1.00
BLSYF,15-08-2024,BELLSYSTEM24 HLDGS INC Ordinar,U,Other OTC,160771,164211,-2.09,-3440,0,999.99
BLTH,15-08-2024,"American Battery Materials, In",U,Other OTC,3,3,0.00,0,1619,1.00
BLTMF,15-08-2024,Orbec Gold Mines Inc.  Common,U,Other OTC,1,1,0.00,0,14882,1.00
BLUAF,15-08-2024,BLUERIVER ACQUISITION CORP CL,U,Other OTC,806,1051,-23.31,-245,136,5.93
BLUAW,15-08-2024,BLUERIVER ACQUISITION CORP War,U,Other OTC,13127,16326,-19.59,-3199,600,21.88
BLUMY,15-08-2024,Blue Moon Group Holdings Limit,U,Other OTC,17,17,0.00,0,0,999.99
BLUNF,15-08-2024,Belluna Co Ltd Ordinary Shares,U,Other OTC,147066,129237,13.80,17829,0,999.99
BLWYF,15-08-2024,Bellway Plc 25p Ords Ordinary,U,Other OTC,10343,17777,-41.82,-7434,2,999.99
BMBLF,15-08-2024,Brambles Ltd Ordinary Shares (,U,Other OTC,1532165,1142710,34.08,389455,2270,674.96
BMBOY,15-08-2024,Grupo Bimbo SAB DE CV American,U,Other OTC,259,430,-39.77,-171,623,1.00
BMCLF,15-08-2024,Baic Mtr Corp Ltd Common Share,U,Other OTC,3755553,3491521,7.56,264032,0,999.99
BMCS,15-08-2024,BioTech Medics Inc. New Common,U,Other OTC,266,276,-3.62,-10,7272,1.00
BMDLF,15-08-2024,BMO Covered Call Canadian Bank,U,Other OTC,300,0,100.00,300,1,300.00
BMDPF,15-08-2024,BANCA MONTE DEI PASCHI DI SIEN,U,Other OTC,3582057,3318953,7.93,263104,598,999.99
BMLKF,15-08-2024,Bml Inc (Japan),U,Other OTC,5556,7496,-25.88,-1940,0,999.99
BMMPF,15-08-2024,BMO Equal Weight Bks Index ETF,U,Other OTC,1934902,2554277,-24.25,-619375,573,999.99
BMMVF,15-08-2024,BMO Covered Call Utils ETF Tr,U,Other OTC,100,0,100.00,100,0,999.99
BMMWF,15-08-2024,BMO Low Volatility CDN Equity,U,Other OTC,1203,1300,-7.46,-97,3,401.00
BMNM,15-08-2024,"Bimini Capital Management, Inc",U,Other OTC,36,905,-96.02,-869,1132,1.00
BMNR,15-08-2024,BitMine Immersion Technologies,U,Other OTC,4,0,100.00,4,429,1.00
BMRPF,15-08-2024,B&M EUROPEAN VALUE RETAIL SA O,U,Other OTC,519064,467420,11.05,51644,11662,44.51
BMRRY,15-08-2024,B&M European Value Retail SA A,U,Other OTC,3005,7877,-61.85,-4872,20354,1.00
BMTLF,15-08-2024,Bemetals Corp Common Shares  (,U,Other OTC,128,27513,-99.53,-27385,10013,1.00
BMWYY,15-08-2024,Bayerische Motoren Werke Ag Pf,U,Other OTC,32732,27774,17.85,4958,345294,1.00
BMXC,15-08-2024,BEMAX INC Common Stock,U,Other OTC,65043,0,100.00,65043,591178,1.00
BMXMF,15-08-2024,Biomerieux 69 Marcy L'Etoile O,U,Other OTC,267103,263580,1.34,3523,13,999.99
BNCC,15-08-2024,"Bnccorp, Inc. Common Stock",U,Other OTC,32,0,100.00,32,786,1.00
BNCDY,15-08-2024,Banca Mediolanum SPA American,U,Other OTC,1,173,-99.42,-172,282,1.00
BNCZF,15-08-2024,Banco BPM Societa Per Azioni O,U,Other OTC,19220963,15587621,23.31,3633342,0,999.99
BNDSF,15-08-2024,Banco De Sabadell SA Ordinary,U,Other OTC,1098070,427590,156.80,670480,1444,760.44
BNDSY,15-08-2024,Banco De Sabadell SA Unsponsor,U,Other OTC,339,0,100.00,339,5684,1.00
BNEFF,15-08-2024,Bonterra Energy Corp. Ordinary,U,Other OTC,94515,83801,12.79,10714,35967,2.63
BNEHF,15-08-2024,BMO NASDAQ 100 EQUITY HEDGED T,U,Other OTC,322,0,100.00,322,0,999.99
BNGRF,15-08-2024,SAVENCIA S A SHS (France),U,Other OTC,25,25,0.00,0,24,1.04
BNHUF,15-08-2024,Bonheur Asa Ordinary Shares (N,U,Other OTC,1579,2231,-29.22,-652,0,999.99
BNKHF,15-08-2024,BOC Hong Kong Holdings Ltd. Or,U,Other OTC,3602977,3134737,14.94,468240,5741,627.59
BNKSF,15-08-2024,ISHARES V PLC S&P US BANKS UCI,U,Other OTC,2499,2500,-0.04,-1,182,13.73
BNMDF,15-08-2024,Banca Mediolanum SPA Azioni Or,U,Other OTC,391244,386944,1.11,4300,42,999.99
BNNLF,15-08-2024,BANNERMAN ENERGY LTD Ordinary,U,Other OTC,730716,679031,7.61,51685,137133,5.33
BNNNF,15-08-2024,BEENOS INC Ordinary Shares (Ja,U,Other OTC,20903,16103,29.81,4800,0,999.99
BNPJY,15-08-2024,Banpu Public Co Ltd (Fgn) Unsp,U,Other OTC,4,4,0.00,0,0,999.99
BNPQF,15-08-2024,BNP Paribas Ordinary Shares,U,Other OTC,98500,139166,-29.22,-40666,2122,46.42
BNPQY,15-08-2024,BNP Paribas American Depositar,U,Other OTC,98921,34514,186.61,64407,479979,1.00
BNTGF,15-08-2024,BRENNTAG SE Ordinary Shares,U,Other OTC,327417,371943,-11.97,-44526,84,999.99
BNTGY,15-08-2024,Brenntag SE American Depositar,U,Other OTC,40109,2675,1399.40,37434,392337,1.00
BNVIF,15-08-2024,Binovi Technologies Corp. Ordi,U,Other OTC,8500,8500,0.00,0,0,999.99
BNXAF,15-08-2024,BANXA HLDGS INC Common Shares,U,Other OTC,1300,5542,-76.54,-4242,18141,1.00
BNXTF,15-08-2024,BIONXT SOLUTIONS INC COM (Cana,U,Other OTC,1000,1000,0.00,0,571,1.75
BNXYF,15-08-2024,OPEN UP GROUP INC Ordinary Sha,U,Other OTC,78013,145613,-46.42,-67600,0,999.99
BODYW,15-08-2024,"The Beachbody Company, Inc. Re",U,Other OTC,1561,1561,0.00,0,4963,1.00
BOEUF,15-08-2024,Bonesupport Holding AB (Sweden,U,Other OTC,90118,91720,-1.75,-1602,1,999.99
BOID,15-08-2024,BANK IDAHO HLDG CO Common Stoc,U,Other OTC,35,36,-2.78,-1,670,1.00
